A	B
C12orf49	GRPEL2
C6orf62	GRPEL2
ZBTB24	GRPEL2
LRIF1	GRPEL2
TTPAL	GRPEL2
FASTKD3	GRPEL2
TBCC	GRPEL2
MAD2L1BP	GRPEL2
GTF3C4	GRPEL2
POLR1B	GRPEL2
PLAGL2	GRPEL2
TRMT5	GRPEL2
UTP3	GRPEL2
NIP7	GRPEL2
DRAM1	GRPEL2
TRMO	GRPEL2
MRPL15	GRPEL2
DBR1	GRPEL2
LINS1	GRPEL2
PCTP	GRPEL2
PTRH2	GRPEL2
GEMIN7	GRPEL2
NRBF2	GRPEL2
TOR2A	GRPEL2
COA7	GRPEL2
ZNF281	GRPEL2
TFB2M	GRPEL2
DTX3L	GRPEL2
PCYOX1	ARSK
POGLUT2	ARSK
CDK19	ARSK
DUSP19	ARSK
CMBL	ARSK
EFNB1	RHOBTB3
PYGL	RHOBTB3
ZMIZ1	RHOBTB3
LPCAT3	RHOBTB3
BCL6	RHOBTB3
ASS1	RHOBTB3
IGFBP4	RHOBTB3
IFI16	RHOBTB3
LASP1	GPX8
NUCB2	GPX8
PLOD1	GPX8
EPDR1	GPX8
PDIA4	GPX8
LDLRAP1	GPX8
ALG1	TIGD6
MUL1	TIGD6
MAD2L1BP	TIGD6
TRIM21	TIGD6
GTF2E1	TIGD6
JARID2	SERINC5
CDK17	SERINC5
CYTH1	SERINC5
SEPTIN6	SERINC5
BMP2K	SERINC5
CHD1	SERINC5
RALGDS	SERINC5
KLF6	CASP3
TP53INP2	CASP3
GNPNAT1	CASP3
CCNJ	CASP3
MAP3K8	CASP3
COQ10B	CASP3
ETV3	CASP3
VPS37B	CASP3
TLNRD1	CASP3
USP53	CASP3
SACS	CASP3
CEBPG	CASP3
ZNF281	CASP3
CCNYL1	CASP3
SGMS2	CASP3
FOXP2	CMYA5
IFI35	EGFLAM
APOL1	EGFLAM
IFI16	EGFLAM
LIMA1	RICTOR
TRAF5	RICTOR
SRSF5	RICTOR
ADNP2	RICTOR
USP31	RICTOR
PIGL	RICTOR
CPEB4	RICTOR
NECAB1	RICTOR
ZSWIM6	RICTOR
OSBPL2	RICTOR
KHDC4	RICTOR
ZFC3H1	RICTOR
KATNBL1	RICTOR
ARHGAP32	RICTOR
BARD1	RICTOR
LMBR1L	RICTOR
ZCCHC2	RICTOR
TRPC1	RICTOR
OGT	RICTOR
MAGI1	RICTOR
FLVCR1	RICTOR
TTC14	RICTOR
FAM135A	TENT2
TMEM62	TENT2
PLD1	EBF1
MCCC1	EBF1
OPHN1	EBF1
KIF22	EBF1
BCKDHB	EBF1
DAAM1	EBF1
C14orf93	EBF1
MID1	EBF1
PTPRS	EBF1
MAPK10	EBF1
ALDH2	EBF1
CDKN1B	EBF1
GHR	EBF1
PLCL1	EBF1
MTERF2	EBF1
SLC2A11	EBF1
RAB30	EBF1
CARF	EBF1
SENP7	EBF1
LRIG3	EBF1
SSBP2	EBF1
ATXN7L1	EBF1
KDM6A	EBF1
NR3C2	EBF1
GPD1L	EBF1
EDA	EBF1
OMA1	EBF1
COQ8A	EBF1
PHF7	ANKRA2
PICK1	ANKRA2
CEP126	ANKRA2
KDM3A	ANKRA2
HMGN3	ANKRA2
RECQL	UBLCP1
NDFIP2	UBLCP1
ARL2BP	UBLCP1
FBXO9	UBLCP1
WDR35	UBLCP1
SGPP1	UBLCP1
PRKAA1	UBLCP1
TMEM168	UBLCP1
RAD17	UBLCP1
ZNF195	UTP15
ZNF200	UTP15
SPDL1	UTP15
C5orf22	UTP15
NUP50	UTP15
SPTLC2	UTP15
CSTF1	UTP15
ZNF629	UTP15
MON1B	UTP15
AIMP2	UTP15
C12orf49	UTP15
C6orf62	UTP15
TXNDC9	UTP15
PYROXD1	UTP15
SRSF6	UTP15
FASTKD3	UTP15
GTF3C4	UTP15
TRMT5	UTP15
RNF6	UTP15
MRPL15	UTP15
NIPA2	UTP15
LINS1	UTP15
NRBF2	UTP15
RPIA	UTP15
C21orf91	UTP15
ZNF75A	UTP15
GRPEL2	UTP15
NRP1	TLR3
FIGNL1	TLR3
TBC1D4	TLR3
IDH1	TLR3
ANK2	TLR3
CACHD1	TLR3
EEF1AKNMT	CCDC127
PIGV	CCDC127
ZC3HC1	CCDC127
EP300	CCDC127
NCOA5	CCDC127
MRPL35	CCDC127
MEAK7	CCDC127
RAD17	CCDC127
RMND5A	CCDC127
BPNT1	CCDC127
OSBPL10	SEPTIN8
TCF7L1	SEPTIN8
CHKB	SHROOM1
ACAP3	SHROOM1
RPS20	UQCRQ
EIF2B3	UQCRQ
RPL31	UQCRQ
RPS5	UQCRQ
RPL6	UQCRQ
RPS16	UQCRQ
RPS19	UQCRQ
WDR83OS	UQCRQ
RPL18A	UQCRQ
BUD31	UQCRQ
LSM5	UQCRQ
RPL19	UQCRQ
RPS13	UQCRQ
ATP6V0E1	UQCRQ
EEF1B2	UQCRQ
DGUOK	UQCRQ
RPS15	UQCRQ
RPL23	UQCRQ
RPL36	UQCRQ
RPS15A	UQCRQ
CD63	UQCRQ
RPS6	UQCRQ
RPS24	UQCRQ
RPS11	UQCRQ
RPL13A	UQCRQ
RPL11	UQCRQ
RPS8	UQCRQ
RPS27A	UQCRQ
RPL32	UQCRQ
RPL37	UQCRQ
RPL7A	UQCRQ
RPS3	UQCRQ
RPL30	UQCRQ
RPL29	UQCRQ
THOC7	UQCRQ
HSPD1	CGAS
DTX3L	CGAS
AMOTL2	CITED2
TMEM159	CREBRF
FBXO42	CREBRF
PLEKHA5	CREBRF
CYBRD1	CREBRF
DOP1A	CREBRF
SRSF5	CREBRF
KCTD9	CREBRF
CPEB3	CREBRF
GAB1	CREBRF
CEP126	CREBRF
CCNG1	CREBRF
PARD3B	CREBRF
BBS2	CREBRF
ARMCX1	CREBRF
OSER1	CREBRF
DTNA	CREBRF
UACA	CREBRF
CARF	CREBRF
SENP7	CREBRF
SCAPER	CREBRF
TRPC1	CREBRF
MICU3	CREBRF
PPM1K	CREBRF
RNF180	CREBRF
REV3L	SFXN1
INTS10	SFXN1
LGALS8	SFXN1
C1orf131	SFXN1
NGLY1	SFXN1
IDS	STXBP5
BTBD7	STXBP5
EIF2AK2	STXBP5
PTPN4	STXBP5
ANAPC5	STXBP5
ARHGAP5	STXBP5
ANKRD12	STXBP5
ALG13	STXBP5
ZNF175	STXBP5
DDX5	STXBP5
SENP6	STXBP5
AAK1	STXBP5
SLC35A3	STXBP5
RCN2	STXBP5
NUP43	STXBP5
FAM126A	STXBP5
AGO3	STXBP5
HEATR5A	STXBP5
MDM2	STXBP5
SCAF11	STXBP5
RUBCN	STXBP5
FAM160B1	STXBP5
CACUL1	STXBP5
SREK1	STXBP5
PHF6	STXBP5
CDC42SE2	STXBP5
LRRC58	STXBP5
CHRDL1	PI16
PLXND1	DAGLB
GRAMD4	DAGLB
LRCH4	DAGLB
AKR1B1	DAGLB
EDEM2	DAGLB
GMIP	DAGLB
MCOLN1	DAGLB
TBC1D2	DAGLB
TCIRG1	DAGLB
CHKA	DAGLB
RNF166	DAGLB
ST7	STK17A
CD9	STK17A
BCAR1	STK17A
PLS3	STK17A
SNX25	STK17A
CTNNAL1	STK17A
SSPN	STK17A
SNRPN	STK17A
THUMPD2	STK17A
AEBP2	STK17A
PDGFC	STK17A
RNF217	STK17A
PELO	STK17A
MCU	STK17A
LASP1	GALNT10
CHPF2	GALNT10
PIEZO1	GALNT10
LIMK1	GALNT10
TMEM104	GALNT10
ARSB	GALNT10
LOXL3	GALNT10
B4GALT2	GALNT10
RRBP1	GALNT10
SH3BP4	GALNT10
ARPC1B	GALNT10
CKAP4	GALNT10
P3H4	GALNT10
FKBP10	GALNT10
RCN3	GALNT10
VOPP1	GALNT10
SLC26A2	GALNT10
ORAI2	GALNT10
GPX8	GALNT10
CLASP1	SAP30L
DCAF11	SAP30L
VAPB	SAP30L
WDR44	SAP30L
TOR1B	SAP30L
SETD7	SAP30L
DOCK1	SAP30L
GNE	SAP30L
NDUFB7	RPS14
EIF1B	RPS14
SLIRP	RPS14
NDUFA1	RPS14
ALKBH7	RPS14
COX7B	RPS14
DMAC1	RPS14
SOD1	RPS14
NDUFB11	RPS14
UQCRQ	RPS14
NPC1L1	MYOZ3
USP35	MYOZ3
UBA6	COG5
NT5C2	COG5
MID2	COG5
HACE1	COG5
PLEKHA8	COG5
WASL	COG5
SNX25	COG5
FGFR1OP2	COG5
NR3C1	COG5
OPTN	COG5
HABP4	COG5
MORC4	COG5
ZFC3H1	COG5
AEBP2	COG5
WDPCP	COG5
VGLL4	COG5
OSBPL10	COG5
IQSEC1	COG5
PLPP5	COG5
RABGAP1L	COG5
TCF7L1	COG5
MCU	COG5
EMSY	COG5
SEPTIN8	COG5
UPRT	SLU7
SECISBP2L	SLU7
HBP1	CAMLG
FAM162A	CAMLG
ABHD14B	CAMLG
C1orf54	CAMLG
SCAPER	CAMLG
SPAG16	CAMLG
NDUFS4	CAMLG
SCD	SLC29A4
STEAP4	STEAP1
OSMR	STEAP1
SNX11	MIOS
ZNF195	MIOS
SPRTN	MIOS
ZNF200	MIOS
ALG1	MIOS
SPDL1	MIOS
WDR3	MIOS
TIMM21	MIOS
ME2	MIOS
LYRM2	MIOS
TRMT6	MIOS
DLD	MIOS
MIEF1	MIOS
ZBED4	MIOS
SPTLC2	MIOS
EIF5	MIOS
PARP4	MIOS
MON1B	MIOS
GSR	MIOS
TWISTNB	MIOS
AIMP2	MIOS
TFAM	MIOS
MTCH2	MIOS
C12orf49	MIOS
MAPKAPK3	MIOS
TTL	MIOS
EXOC8	MIOS
DARS2	MIOS
CPSF3	MIOS
HEATR1	MIOS
ALG2	MIOS
UBIAD1	MIOS
PYROXD1	MIOS
TTPAL	MIOS
FASTKD3	MIOS
MED20	MIOS
GTF3C4	MIOS
POLR1B	MIOS
MED1	MIOS
TRMT5	MIOS
RNF6	MIOS
MTERF1	MIOS
MPDU1	MIOS
MED18	MIOS
DNMT1	MIOS
TRIM21	MIOS
UTP3	MIOS
NIP7	MIOS
CNDP2	MIOS
MFSD9	MIOS
RIPK1	MIOS
THAP12	MIOS
MRPL15	MIOS
HAUS2	MIOS
DBR1	MIOS
LLPH	MIOS
NIPA2	MIOS
ZSCAN29	MIOS
PCTP	MIOS
POLR2D	MIOS
OSBPL11	MIOS
RPL7L1	MIOS
LACTB2	MIOS
UTP23	MIOS
DLAT	MIOS
TWF1	MIOS
OBI1	MIOS
RPIA	MIOS
GTF2E1	MIOS
C21orf91	MIOS
DPH3	MIOS
GTF3C6	MIOS
RRP1B	MIOS
ZNF75A	MIOS
COA7	MIOS
ABCE1	MIOS
ZNF207	USP49
TUBG2	USP49
TNK2	USP49
RFX3	USP49
ALG9	USP49
UQCC1	USP49
DGKH	USP49
PLEKHA8	USP49
CEP85L	USP49
SLC25A36	USP49
KDM3A	USP49
PLCD4	USP49
IFT81	USP49
KMT5C	USP49
SLC2A11	USP49
VAMP1	USP49
CEP131	USP49
ZCCHC2	USP49
PHIP	USP49
ELMSAN1	USP49
DZIP1L	USP49
INTU	USP49
CYTH1	SYTL3
CYTIP	SYTL3
SRGN	SYTL3
SAT1	SYTL3
CD72	SYTL3
STAT4	SYTL3
ADAM8	SYTL3
SAMSN1	SYTL3
ST7	ZNF704
CDKL5	ZNF704
TMEM159	ZNF704
CALCOCO1	ZNF704
FHL1	ZNF704
FBXO42	ZNF704
CC2D2A	ZNF704
ATP9A	ZNF704
LIMCH1	ZNF704
ANKRD44	ZNF704
PFN2	ZNF704
ARHGAP10	ZNF704
LIMS2	ZNF704
GPC4	ZNF704
ITGA8	ZNF704
COBLL1	ZNF704
BCKDHB	ZNF704
KIF3C	ZNF704
TMEM14A	ZNF704
JAK2	ZNF704
MAST3	ZNF704
YPEL1	ZNF704
NDRG3	ZNF704
CDS2	ZNF704
SNTA1	ZNF704
TBL1X	ZNF704
PLS3	ZNF704
NALCN	ZNF704
CAB39L	ZNF704
KCTD9	ZNF704
DMPK	ZNF704
CAV1	ZNF704
KANK1	ZNF704
WFS1	ZNF704
BCL7A	ZNF704
FRK	ZNF704
CAP2	ZNF704
GPLD1	ZNF704
KAT2B	ZNF704
GLS	ZNF704
EFHD1	ZNF704
PCYOX1	ZNF704
KLF12	ZNF704
MXI1	ZNF704
PDZRN3	ZNF704
CALD1	ZNF704
ATXN1	ZNF704
DSTN	ZNF704
TTBK2	ZNF704
UBE4B	ZNF704
MTUS2	ZNF704
TSPAN2	ZNF704
DTNA	ZNF704
LMO7	ZNF704
RAB40B	ZNF704
ERBB2	ZNF704
GDF7	ZNF704
GULP1	ZNF704
CTDSPL	ZNF704
CAMK2G	ZNF704
CNNM2	ZNF704
TMEM25	ZNF704
MPP7	ZNF704
THRB	ZNF704
TLCD4	ZNF704
SORBS2	ZNF704
MARVELD1	ZNF704
TMEM237	ZNF704
KCNMA1	ZNF704
ADAMTSL3	ZNF704
FZD1	ZNF704
PRPSAP1	ZNF704
ADCY9	ZNF704
LRP5	ZNF704
RAVER2	ZNF704
RFTN2	ZNF704
DUSP19	ZNF704
LMOD1	ZNF704
CLASP2	ZNF704
PPM1K	ZNF704
TMEM176A	FABP5
MCUB	FABP5
GAS7	FABP5
CCDC88C	FABP5
PRKCH	FABP5
LCP2	FABP5
FAR2	FABP5
STK10	FABP5
SCARF1	FABP5
CELSR1	FABP5
APBB1IP	FABP5
SNX10	FABP5
ARHGAP4	FABP5
SH2D3C	FABP5
PALMD	FABP5
TSPAN15	FABP5
MFNG	FABP5
NCF4	FABP5
RNF125	FABP5
IL27RA	FABP5
TMEM176B	FABP5
TRIM14	FABP5
DOCK8	FABP5
LIPA	FABP5
ABI3	FABP5
CTSC	FABP5
SELPLG	FABP5
PTPN6	FABP5
PLEK	FABP5
NCF2	FABP5
RPS6KA1	FABP5
VAMP8	FABP5
PLBD1	FABP5
CCRL2	FABP5
PTGER2	FABP5
RIPK3	FABP5
STARD8	FABP5
GMFG	FABP5
PPARG	FABP5
EMILIN2	FABP5
GIMAP4	FABP5
VAV3	FABP5
LCP1	FABP5
ARRB1	FABP5
ACVRL1	FABP5
GALNT6	FABP5
IRF8	FABP5
TMC6	FABP5
VAV1	FABP5
PGD	FABP5
DOK2	FABP5
FLI1	FABP5
CMTM7	FABP5
PTPRN2	FABP5
TIAM1	FABP5
CYGB	FABP5
ADGRL4	FABP5
DENND2D	FABP5
RBM47	FABP5
CASP10	TAGAP
CCDC88C	TAGAP
ARAP2	TAGAP
PRDM1	TAGAP
PAG1	TAGAP
CST7	TAGAP
IL2RB	TAGAP
ATP8B4	TAGAP
ST8SIA4	TAGAP
KIF21B	TAGAP
LRMP	TAGAP
PSD4	TAGAP
AMPD3	TAGAP
PLXNC1	TAGAP
CASP1	TAGAP
ARRB2	TAGAP
TMC6	TAGAP
SYTL1	TAGAP
IQGAP2	TAGAP
ICOSLG	TAGAP
SYNGR2	BRI3
AKR1A1	BRI3
RNF216	LMTK2
TRIO	LMTK2
ASB1	LMTK2
ZXDC	LMTK2
SOS2	LMTK2
SRF	LMTK2
TAF5L	LMTK2
TSTD2	LMTK2
FAM168B	LMTK2
TRAPPC10	LMTK2
FGR	CTSB
PLXND1	CTSB
CD4	CTSB
BTK	CTSB
ALOX5	CTSB
TACC3	CTSB
CAPG	CTSB
LCP2	CTSB
KCNQ1	CTSB
SOAT1	CTSB
GNA15	CTSB
BCAT1	CTSB
CD84	CTSB
STK10	CTSB
GRAMD4	CTSB
STXBP2	CTSB
GPR137B	CTSB
SLC1A3	CTSB
FYB1	CTSB
ME2	CTSB
SMAP2	CTSB
PILRA	CTSB
AKR1B1	CTSB
SNX10	CTSB
LAT2	CTSB
SH3BP2	CTSB
GMIP	CTSB
ARHGAP4	CTSB
MCOLN1	CTSB
NLRC4	CTSB
TBC1D2	CTSB
TREM2	CTSB
CYTH4	CTSB
SH3BP1	CTSB
NCF4	CTSB
RENBP	CTSB
GLA	CTSB
SLC38A7	CTSB
COTL1	CTSB
PYCARD	CTSB
CTSH	CTSB
FCGRT	CTSB
CD37	CTSB
CD33	CTSB
TFEC	CTSB
CPVL	CTSB
SNX8	CTSB
TRIM14	CTSB
SUSD1	CTSB
DOCK8	CTSB
TSPAN14	CTSB
SLC2A9	CTSB
CTSC	CTSB
UNC93B1	CTSB
IL10RA	CTSB
SLC15A3	CTSB
BIN2	CTSB
TRPV4	CTSB
SH2B3	CTSB
PTPN6	CTSB
LY86	CTSB
ST8SIA4	CTSB
MAPKAPK3	CTSB
KYNU	CTSB
PLEK	CTSB
NCF2	CTSB
IGSF21	CTSB
RPS6KA1	CTSB
FLVCR2	CTSB
PTK2B	CTSB
PLBD1	CTSB
NCKAP1L	CTSB
PSD4	CTSB
EVI2A	CTSB
FAM78A	CTSB
TPST2	CTSB
RAC2	CTSB
IRF5	CTSB
WDFY4	CTSB
RHBDF2	CTSB
GMFG	CTSB
THEMIS2	CTSB
MPP1	CTSB
PTPRE	CTSB
VAV3	CTSB
DOCK2	CTSB
ACP2	CTSB
DSC2	CTSB
SLC37A2	CTSB
PLXNC1	CTSB
DRAM1	CTSB
RNF144B	CTSB
MYO7A	CTSB
PARVG	CTSB
GALNT6	CTSB
IRF8	CTSB
SSH2	CTSB
ARRB2	CTSB
PIK3R5	CTSB
VAV1	CTSB
TRPM2	CTSB
MYO1F	CTSB
C1orf162	CTSB
OTULINL	CTSB
IQGAP2	CTSB
DOK3	CTSB
ABRACL	CTSB
SLC18B1	CTSB
DOK2	CTSB
GBGT1	CTSB
PTPRJ	CTSB
ST14	CTSB
CACNA2D4	CTSB
DAB2	CTSB
FAM49B	CTSB
CMTM7	CTSB
LY96	CTSB
SLC7A7	CTSB
ARHGAP27	CTSB
HK3	CTSB
SCIMP	CTSB
CDCP1	CTSB
FLT1	SOX17
RAMP3	SOX17
PLVAP	SOX17
MOCS2	PEX2
PLA2G12A	RAD21
MKRN1	RAD21
YEATS4	MED30
MLH3	ORC5
COMMD3	ORC5
RRM2B	OSGIN2
C16orf87	OSGIN2
IGFBP7	OSGIN2
CALCOCO1	SUN1
VIM	SUN1
KIF1B	SUN1
PPP1R12A	SUN1
DLGAP4	SUN1
MEF2C	SUN1
CDC14B	SUN1
TRAF5	SUN1
ACOX3	SUN1
TNRC6B	SUN1
CDS2	SUN1
DHX35	SUN1
PLS3	SUN1
KCTD9	SUN1
CPEB3	SUN1
FBXL20	SUN1
WFS1	SUN1
GLS	SUN1
PHF13	SUN1
MEF2D	SUN1
TMEM131L	SUN1
CALD1	SUN1
ATXN1	SUN1
TTBK2	SUN1
HABP4	SUN1
ARHGAP32	SUN1
AEBP2	SUN1
MBOAT2	SUN1
IQSEC1	SUN1
OGT	SUN1
DOCK5	SUN1
MAGI1	SUN1
MARVELD1	SUN1
MCU	SUN1
DHRS1	SUN1
DZIP1L	SUN1
STARD9	SUN1
PRPSAP1	SUN1
CLASP2	SUN1
FYCO1	SUN1
COG5	SUN1
TIMP2	OXR1
PFN2	OXR1
CYBRD1	OXR1
RBM27	OXR1
ZC3H12B	OXR1
CPQ	OXR1
ZC2HC1A	OXR1
CPEB3	OXR1
PARD3B	OXR1
VAMP4	OXR1
OSBPL9	OXR1
OPTN	OXR1
ARMCX1	OXR1
SGCE	OXR1
LRCH2	OXR1
SH3BGRL	OXR1
LCA5	OXR1
ITM2B	OXR1
MBNL2	OXR1
PIGK	OXR1
GULP1	OXR1
SPAG16	OXR1
RBMS3	OXR1
PDGFC	OXR1
JAZF1	OXR1
CACNA2D1	OXR1
PIP4P2	OXR1
BAG4	OXR1
COG5	OXR1
THSD7A	NOS3
PRKCH	NOS3
SCARF1	NOS3
PALMD	NOS3
CARD10	NOS3
HYAL1	NOS3
PTPRB	NOS3
PLVAP	NOS3
RAMP2	NOS3
FBXL8	MICALL2
PHKA2	INTS1
EFS	INTS1
AXIN1	INTS1
CIAO3	INTS1
FKBP8	INTS1
ABCA2	INTS1
KLC4	INTS1
INPP5E	INTS1
UBALD1	INTS1
PPP1R16A	INTS1
HDAC11	INTS1
NIPAL3	CDK5
OCEL1	CDK5
PYCARD	CDK5
PRXL2B	CDK5
TONSL	CDK5
RACGAP1	CDK5
GOLGA3	SLC4A2
CEP170B	SLC4A2
SIPA1L3	SLC4A2
ZBTB47	SLC4A2
KIF1C	SLC4A2
DAB2IP	SLC4A2
DGKQ	SLC4A2
XKR8	SLC4A2
CACFD1	SLC4A2
SGSM3	TMUB1
KCTD17	TMUB1
NME4	TMUB1
TFEB	TMUB1
SLC2A4RG	TMUB1
CDC42EP1	TMUB1
LRP3	TMUB1
MACROD1	TMUB1
SH3GLB2	TMUB1
PLCB3	TMUB1
BCKDHB	FMC1
ALDH2	FMC1
ALDH6A1	FMC1
PAIP2B	FMC1
GPD1L	FMC1
GDE1	PHAX
SIKE1	PHAX
MYNN	PHAX
DLD	PHAX
VPS18	PHAX
WDR35	PHAX
TACO1	PHAX
INTS14	PHAX
SAP30L	PHAX
CC2D2A	ALDH7A1
CAV1	ALDH7A1
ANKMY2	ALDH7A1
TMEM245	ALDH7A1
SH3D19	ALDH7A1
TFDP2	ALDH7A1
HMGN3	ALDH7A1
HSDL2	ALDH7A1
BBS2	ALDH7A1
SH3BGRL	ALDH7A1
COQ10A	ALDH7A1
RAB40B	ALDH7A1
TOR1AIP1	ALDH7A1
SSBP2	ALDH7A1
HIRIP3	ALDH7A1
GPD1L	ALDH7A1
TMEM237	ALDH7A1
KAT6B	ALDH7A1
AGL	ALDH7A1
SLC66A3	ALDH7A1
GAB2	FOXK1
KLHL21	FOXK1
RPS20	COX6C
RPL31	COX6C
SRI	COX6C
RPS5	COX6C
RPL6	COX6C
LGALS1	COX6C
RPS16	COX6C
COPE	COX6C
BUD31	COX6C
RPL19	COX6C
RPS13	COX6C
C12orf57	COX6C
RPS12	COX6C
RPL24	COX6C
EEF1B2	COX6C
RPS15	COX6C
RPL22	COX6C
NENF	COX6C
RPS25	COX6C
RPL5	COX6C
PFDN5	COX6C
RPS10	COX6C
RPL23	COX6C
RPL36	COX6C
RPS15A	COX6C
ATP6V1G1	COX6C
RPS6	COX6C
RPLP1	COX6C
RPS24	COX6C
RPS11	COX6C
RPL13A	COX6C
RPL11	COX6C
RPS8	COX6C
RPS27A	COX6C
RPL32	COX6C
RPS3A	COX6C
RPL37	COX6C
BTF3	COX6C
RPL10	COX6C
RPL7	COX6C
RPL7A	COX6C
RPS3	COX6C
MZT2B	COX6C
RPL30	COX6C
RPL8	COX6C
RPL26	COX6C
RPL29	COX6C
RPL9	COX6C
RPS14	COX6C
LAPTM4A	YWHAZ
RTN4	YWHAZ
SCARB2	YWHAZ
RSU1	YWHAZ
FBXL3	FZD6
IDS	FZD6
FAM13B	FZD6
ROCK1	FZD6
FRYL	FZD6
ANKRD12	FZD6
CAV2	FZD6
PLEKHA1	FZD6
MED13	FZD6
GALNT7	FZD6
ICK	FZD6
PHACTR2	FZD6
GNB4	FZD6
CCDC88A	FZD6
RCN2	FZD6
SLC17A5	FZD6
AGO4	FZD6
APPL2	FZD6
CPEB2	FZD6
ETAA1	FZD6
NXPE3	FZD6
PPIP5K2	FZD6
MBNL1	FZD6
USP16	FZD6
EXOG	FZD6
ARPC5	FZD6
EOGT	FZD6
APBB2	FZD6
SNIP1	FZD6
STXBP5	FZD6
TRMT6	SLC25A32
SEC23B	SLC25A32
NDFIP2	SLC25A32
CLINT1	SLC25A32
SEC24A	SLC25A32
PSMD14	SLC25A32
TXNDC9	SLC25A32
MOB4	SLC25A32
PYROXD1	SLC25A32
SELENOS	SLC25A32
KRAS	SLC25A32
TIMM17A	SLC25A32
SPPL2A	SLC25A32
PMM2	SLC25A32
DEGS1	SLC25A32
TMEM168	SLC25A32
SAR1B	SLC25A32
ZCCHC10	SLC25A32
LAP3	DCAF13
SLC25A5	DCAF13
ZNF195	DCAF13
ABHD5	DCAF13
RBBP8	DCAF13
AIMP2	DCAF13
MTCH2	DCAF13
EEF2KMT	DCAF13
GOT1	DCAF13
ORMDL2	DCAF13
TTPAL	DCAF13
SLC31A1	DCAF13
MRPL15	DCAF13
DPH3	DCAF13
TOMM40L	DCAF13
MIOS	DCAF13
PHF7	TP53INP1
RFX3	TP53INP1
ZBTB25	TP53INP1
DGKH	TP53INP1
LUC7L3	TP53INP1
CEP85L	TP53INP1
NPHP3	TP53INP1
SLC25A36	TP53INP1
NKTR	TP53INP1
NAPB	TP53INP1
ZNF141	TP53INP1
PNISR	TP53INP1
KMT5C	TP53INP1
ARHGAP32	TP53INP1
ANKRD36	TP53INP1
CREBZF	TP53INP1
BARD1	TP53INP1
CARF	TP53INP1
N4BP2L1	TP53INP1
LMBR1L	TP53INP1
POU2F1	TP53INP1
C9orf72	TP53INP1
SLC25A27	TP53INP1
TNIK	TP53INP1
MICU3	TP53INP1
STARD9	TP53INP1
ANKZF1	TP53INP1
RICTOR	TP53INP1
MFN2	VIRMA
GPLD1	FREM1
CNTN3	FREM1
CRISPLD1	FREM1
MTUS2	FREM1
UNC13C	FREM1
THRB	FREM1
PPP1R9A	FREM1
RAVER2	FREM1
HDAC9	GEM
ECM2	GEM
GLS	GEM
MYH10	GEM
ANKRD6	GEM
SPRTN	PDP1
FAM13B	PDP1
FRYL	PDP1
SYDE2	PDP1
RP2	PDP1
CPPED1	PDP1
AHR	PDP1
HPS5	PDP1
SLC17A5	PDP1
OGFRL1	PDP1
TMEM19	PDP1
ETAA1	PDP1
NXPE3	PDP1
SNX30	PDP1
ZKSCAN2	PDP1
SLC26A2	PDP1
SGMS2	PDP1
FZD6	PDP1
SIKE1	WASHC5
MTMR9	WASHC5
TBCCD1	WASHC5
MFN2	WASHC5
HERPUD2	WASHC5
ZNF41	WASHC5
TBCEL	WASHC5
CNOT11	WASHC5
GNE	WASHC5
TARBP2	RPP25L
PRICKLE3	FAM219A
CIC	FAM219A
NSD2	FAM219A
CHD1L	FAM219A
PFKL	FAM219A
LSM11	FAM219A
WAC	SNAPC3
ARHGAP5	SNAPC3
MPDZ	SNAPC3
DYM	SNAPC3
PFKM	SNAPC3
EIF4A2	SNAPC3
HPS3	SNAPC3
EPHB6	MYORG
SH3PXD2A	MYORG
KCNIP3	MYORG
HSDL1	TMEM65
TBC1D12	TMEM65
VPS13C	TMEM65
HEATR5A	TMEM65
STAU2	PSIP1
DLG3	PSIP1
ARHGAP5	PSIP1
PGRMC1	PSIP1
HINT3	PSIP1
FAM210B	PSIP1
PRUNE1	PSIP1
SPOPL	PSIP1
ARL6IP5	PSIP1
FBXL17	PSIP1
NADK2	PSIP1
DDR2	PSIP1
TSPOAP1	CCDC171
CLK1	CCDC171
MTMR11	CCDC171
MATR3	CCDC171
HDAC9	CCDC171
ZBTB25	CCDC171
MYO15A	CCDC171
SRSF5	CCDC171
LUC7L3	CCDC171
LRP2BP	CCDC171
CEP85L	CCDC171
NPHP3	CCDC171
KLHL24	CCDC171
GLT8D2	CCDC171
EPHX2	CCDC171
CRY2	CCDC171
IFT81	CCDC171
ZNF141	CCDC171
PNISR	CCDC171
ANKRD36	CCDC171
UACA	CCDC171
VAMP1	CCDC171
N4BP2L1	CCDC171
WDPCP	CCDC171
AMT	CCDC171
NICN1	CCDC171
AGBL3	CCDC171
KIAA1328	CCDC171
DLG2	CCDC171
MIPOL1	CCDC171
NR3C2	CCDC171
SLC25A27	CCDC171
FBXL2	CCDC171
MICU3	CCDC171
N6AMT1	CCDC171
DMKN	CCDC171
ACOT11	CCDC171
ACP6	CCDC171
PUS10	CCDC171
TTC14	CCDC171
PPARD	UBAP1
FGR	SYK
POU2F2	SYK
FAR2	SYK
KCNAB2	SYK
SLC1A3	SYK
SMAP2	SYK
PILRA	SYK
SNX10	SYK
SH3BP2	SYK
CASS4	SYK
SIGLEC1	SYK
CD209	SYK
TREM2	SYK
PLTP	SYK
TLR8	SYK
