name1	name2
CASK	NDP
CASK	PIGN
CASK	SLC9A6
CASK	COLEC11
CASK	SIN3A
CASK	TMEM216
CASK	RAI1
CASK	FLII
CASK	ALDH6A1
CASK	ATP6V0A2
CASK	FOXG1
CASK	NSDHL
CASK	RAB3GAP1
CASK	RAB3GAP2
CASK	TBC1D20
CASK	ERMARD
CASK	RARS2
CASK	EEF1A2
CASK	MAP2K1
CASK	PSAT1
CASK	ZNF335
CASK	SMC3
CASK	KCNAB2
CASK	GABRD
CASK	PRDM16
CASK	RERE
CASK	FAR1
CASK	AP1S2
CASK	EDNRB
CASK	WASHC5
CASK	MEF2C
CASK	CKAP2L
CASK	BMP4
CASK	DIAPH1
CASK	KIF1BP
CASK	SIX6
CASK	DOCK6
CASK	CHRNA7
CASK	MPDU1
CASK	ARID1B
CASK	TUBGCP6
CASK	TUBGCP4
CASK	LETM1
CASK	NSD2
CASK	NELFA
CASK	TBL1XR1
CASK	B3GLCT
CASK	HSD17B4
CASK	GMPPA
CASK	SH2B1
CASK	ADAT3
CASK	KDM5C
CASK	KMT2A
CASK	B9D1
CASK	KAT6A
CASK	DPM2
CASK	ADSL
CASK	SSR4
CASK	NFIX
CASK	ZIC2
CASK	CDKL5
CASK	DHCR24
CASK	AHI1
CASK	ZBTB18
CASK	TTI2
CASK	AUTS2
CASK	CDK5RAP2
CASK	NIPBL
CASK	TRAPPC9
CASK	CSPP1
CASK	IGBP1
CASK	SMARCA4
CASK	SOX11
CASK	WDR73
CASK	SETD2
CASK	APC2
CASK	NDE1
CASK	ERCC1
CASK	HMGB3
CASK	FGFRL1
CASK	CPLX1
CASK	CTBP1
CASK	CHL1
CASK	CNTN4
CASK	PCLO
CASK	SMC1A
CASK	PLA2G6
CASK	GNPAT
CASK	ZNF592
CASK	CLP1
CASK	POMGNT2
CASK	STAMBP
CASK	MPLKIP
CASK	RAD21
CASK	AP4E1
CASK	ACOX1
CASK	CCDC88A
CASK	MOGS
CASK	MARS2
CASK	DDX11
CASK	DDX3X
CASK	OCLN
CASK	ASNS
CASK	ADNP
CASK	PGAP3
CASK	GATAD2B
CASK	LAMB1
CASK	SNX14
CASK	KIF11
CASK	KIF2A
CASK	MAN2B1
CASK	SPATA5
SBF1	GBA2
SBF1	TECR
SBF1	SPG11
SBF1	PRX
SBF1	FA2H
SBF1	TUSC3
SBF1	KHDC3L
SBF1	CYP2C19
SBF1	COX6A1
SBF1	HSPD1
SBF1	CYP26C1
SBF1	CRADD
SMARCB1	BCOR
SMARCB1	PAX3
SMARCB1	ALDH18A1
SMARCB1	IDUA
SMARCB1	ERCC6
SMARCB1	ATRX
SMARCB1	OFD1
SMARCB1	LIG4
SMARCB1	KDM6A
SMARCB1	RECQL4
SMARCB1	FGFR3
SMARCB1	FLNA
SMARCB1	PTEN
SMARCB1	BRAF
SMARCB1	KRAS
SMARCB1	PIK3CA
SMARCB1	FGFR1
SMARCB1	NRAS
SMARCB1	INPP5E
SMARCB1	CHD7
SMARCB1	SEMA3E
SMARCB1	KAT6B
SMARCB1	HRAS
SMARCB1	SHANK3
SMARCB1	SRCAP
SMARCB1	FGFR2
SMARCB1	PQBP1
SMARCB1	NSD1
SMARCB1	MBD5
SMARCB1	TFAP2A
SMARCB1	RAB18
SMARCB1	GJA1
SMARCB1	NSUN2
SMARCB1	KANSL1
SMARCB1	PIEZO2
SMARCB1	ARID1A
SMARCB1	MAP2K2
SMARCB1	MECP2
SMARCB1	MED12
SMARCB1	RPS6KA3
SMARCB1	ARX
SMARCB1	PTCH1
SMARCB1	TMEM237
SMARCB1	ELN
SMARCB1	TBX1
SMARCB1	NAA10
SMARCB1	PORCN
SMARCB1	DHCR7
SMARCB1	CD96
SMARCB1	CEP120
SMARCB1	CRBN
SMARCB1	TBX4
SMARCB1	ACTB
SMARCB1	VPS13B
SMARCB1	SKI
SMARCB1	NOTCH2
SMARCB1	SATB2
