name1	name2
ACAP1	SGSM2
ACAP1	SMAP2
ACAP1	SNX13
ACAP1	ST5
ACAP1	TBC1D12
ACAP1	TBC1D13
ACAP1	TBC1D15
ACAP1	TBC1D17
ACAP1	TBC1D2
ACAP1	TBC1D22A
ACAP1	TBC1D22B
ACAP1	TBC1D25
ACAP1	TBC1D26
ACAP1	TBC1D2B
ACAP1	TBC1D30
ACAP1	TBC1D3B
ACAP1	TBC1D3C
ACAP1	TBC1D3D
ACAP1	TBC1D3E
ACAP1	TBC1D3F
ACAP1	TBC1D3G
ACAP1	TBC1D3H
ACAP1	TBC1D3I
ACAP1	TBC1D3K
ACAP1	TBC1D3L
ACAP1	TBC1D8B
ACAP1	TBC1D9
ACAP1	TBC1D9B
ACAP2	ACAP3
ACAP2	AGAP11
ACAP2	AGAP14P
ACAP2	AGAP4
ACAP2	AGAP5
ACAP2	AGAP6
ACAP2	AGAP7P
ACAP2	AGAP9
ACAP2	AGFG2
ACAP2	ALS2CR12
ACAP2	ASAP2
ACAP2	CCZ1
ACAP2	DENND1C
ACAP2	DENND2A
ACAP2	DENND2C
ACAP2	DENND2D
ACAP2	DENND4C
ACAP2	DENND6B
ACAP2	FNBP1
ACAP2	MON1A
ACAP2	RAB3IL1
ACAP2	RAB3IP
ACAP2	RCBTB2
ACAP2	RGSL1
ACAP2	SMAP2
ACAP2	ST5
ACAP2	TBC1D3D
ACAP2	TBC1D3E
ACAP2	TBC1D3F
ACAP2	TBC1D3G
ACAP2	TBC1D3I
ACAP2	TBC1D3K
ACAP2	TBC1D3L
ACAP3	ADAP1
ACAP3	ADAP2
ACAP3	ADPRH
ACAP3	ADPRHL1
ACAP3	AGAP1
ACAP3	AGAP11
ACAP3	AGAP14P
ACAP3	AGAP3
ACAP3	AGAP4
ACAP3	AGAP5
ACAP3	AGAP6
ACAP3	AGAP7P
ACAP3	AGAP9
ACAP3	AGFG2
ACAP3	AHSA2
ACAP3	ALDH1A1
ACAP3	ALS2CL
ACAP3	ALS2CR12
ACAP3	AMPH
ACAP3	ARAP2
ACAP3	ARFGAP2
ACAP3	ARFGAP3
ACAP3	ARFGEF3
ACAP3	ARHGAP1
ACAP3	ARHGAP10
ACAP3	ARHGAP11A
ACAP3	ARHGAP11B
ACAP3	ARHGAP12
ACAP3	ARHGAP15
ACAP3	ARHGAP17
ACAP3	ARHGAP19
ACAP3	ARHGAP20
ACAP3	ARHGAP23
ACAP3	ARHGAP24
ACAP3	ARHGAP25
ACAP3	ARHGAP27
ACAP3	ARHGAP28
ACAP3	ARHGAP29
ACAP3	ARHGAP30
ACAP3	ARHGAP31
ACAP3	ARHGAP32
ACAP3	ARHGAP33
ACAP3	ARHGAP36
ACAP3	ARHGAP39
ACAP3	ARHGAP40
ACAP3	ARHGAP44
ACAP3	ARHGAP5
ACAP3	ARHGAP9
ACAP3	ARHGDIG
ACAP3	ARHGEF1
ACAP3	ARHGEF10L
ACAP3	ARHGEF15
ACAP3	ARHGEF16
ACAP3	ARHGEF17
ACAP3	ARHGEF25
ACAP3	ARHGEF26
ACAP3	ARHGEF28
ACAP3	ARHGEF33
ACAP3	ARHGEF37
ACAP3	ARHGEF38
ACAP3	ARHGEF39
ACAP3	ARHGEF40
ACAP3	ARHGEF9
ACAP3	ASAP1
ACAP3	ASAP2
ACAP3	ASAP3
ACAP3	BNIP2
ACAP3	CCZ1
ACAP3	CHN2
ACAP3	CYTH1
ACAP3	CYTH2
ACAP3	CYTH3
ACAP3	CYTH4
ACAP3	DENND1A
ACAP3	DENND1C
ACAP3	DENND2A
ACAP3	DENND2C
ACAP3	DENND2D
ACAP3	DENND3
ACAP3	DENND4B
ACAP3	DENND4C
ACAP3	DENND5A
ACAP3	DENND5B
ACAP3	DENND6A
ACAP3	DENND6B
ACAP3	DEPDC1B
ACAP3	DEPDC7
ACAP3	DNMBP
ACAP3	DOCK10
ACAP3	DOCK11
ACAP3	DOCK3
ACAP3	DOCK6
ACAP3	DOCK9
ACAP3	ECT2L
ACAP3	EIF5
ACAP3	ELMOD1
ACAP3	ELMOD2
ACAP3	EVI5L
ACAP3	FAM13A
ACAP3	FAM13B
ACAP3	FARP1
ACAP3	FBXO8
ACAP3	FGD5
ACAP3	FGD6
ACAP3	FICD
ACAP3	FNBP1
ACAP3	GAPVD1
ACAP3	GARNL3
ACAP3	GDPGP1
ACAP3	GIT1
ACAP3	GIT2
ACAP3	GMIP
ACAP3	GNB5
ACAP3	GRTP1
