GENEA	GENEB
MRPS18C	NDUFB5
MRPS18A	MTG1
MRPS17	MRPS22
MRPS16	UQCRFS1
MRPS11	NDUFS1
MRPS10	NDUFB7
MRPL9	MRPL53
MRPL9	MRPL20
MRPL51	SUPV3L1
MRPL47	MRPS26
MRPL46	NDUFA8
MRPL44	MRPS24
MRPL3	NGRN
MRPL38	TIMMDC1
MRPL36	NDUFB8
MRPL35	MTERF4
MRPL33	NDUFB5
MRPL2	MRPS35
MRPL2	MRPL51
MRPL28	NDUFB2
MRPL24	MRPL33
MRPL23	MRPL35
MRPL22	MRPL46
MRPL19	MRPL28
MRPL18	UQCRB
MRPL17	TRMT10C
MRPL17	RTN4IP1
MRPL16	UQCRB
MRPL12	NDUFS5
MRPL12	NDUFA8
MRPL10	UQCRB
METTL17	NDUFV2
MARS2	NDUFA11
LARS2	NDUFS1
ISCA2	MRPS16
IBA57	MRPL40
HSD17B4	PEX5
HARS2	MCAT
GTPBP8	PTCD3
GTPBP8	NDUFS2
GTPBP8	NDUFAF7
GTPBP10	SARS2
GTPBP10	MRPS35
GTPBP10	MRPL49
GATC	SUPV3L1
GATC	GRSF1
GADD45GIP1	GFM1
MRM2	NOA1
FASTKD5	MRPS10
FASTKD5	MRPL2
ELP2	ELP5
ECSIT	NDUFB5
EARS2	NDUFA6
DPH2	DPH6
DHODH	MTHFD1
DDX28	NDUFS2
CYCS	FASTKD5
COX7C	MRPL43
COX6C	MRPL51
COX6B1	NARS2
COX6B1	GTPBP10
COX6B1	DAP3
COX15	MRPS22
COX14	MRPS25
COX11	MRPS14
COX10	MRPL16
COX10	CYCS
COQ7	MIPEP
COQ4	MRPL2
COG6	COG7
COA7	GLRX5
COA7	GFM1
COA5	NDUFAF4
TWNK	CYC1
AURKAIP1	MRPS18C
ATP5PF	MTG1
ATP5ME	HARS2
ATP5PB	MRPL46
ATP5F1D	MRPL16
ATP5F1B	MRPL24
ACAD9	BCS1L
AARS2	ERAL1
UQCRC1	YARS2
COP1	STK40
NDUFS2	SCO1
NDUFS2	RPUSD4
NDUFB8	NDUFV1
NDUFB4	TFAM
NDUFAF6	RTN4IP1
NDUFAF4	SCO2
NARS2	NDUFS7
NAA35	RNF19A
MTERF4	YARS2
MTERF3	PTCD3
MTERF3	NSUN4
MRPS9	PNPT1
MRPS7	WARS2
MRPS34	NDUFA6
MRPS31	TRMT10C
MRPS25	NDUFB7
MRPS25	NDUFA10
MRPS24	NDUFAF3
MRPS22	NDUFB5
MRPS18A	TRUB2
MRPS17	PET117
MRPS12	NDUFB8
MRPS11	NDUFA10
MRPL54	TFB2M
MRPL4	MRPL37
MRPL48	MRPS18C
MRPL43	NDUFAF7
MRPL40	NDUFC1
MRPL3	SARS2
MRPL3	MRPS17
MRPL39	NDUFB9
MRPL38	UQCRFS1
MRPL37	UQCRC1
MRPL35	MRPL36
MRPL2	NGRN
MRPL2	NDUFB5
MRPL28	NDUFS5
MRPL24	MRPS5
MRPL23	NDUFS1
MRPL19	NGRN
MRPL19	MRPS2
MRPL14	POLRMT
MIPEP	TRMT10C
MIPEP	PDSS2
METTL17	NDUFA11
MARS2	MRPL44
MALSU1	VARS2
LSM10	RPF2
LRRC37A	OR5H1
KIAA0391	UQCRFS1
IBA57	SARS2
IBA57	MRPS33
GTPBP8	QRSL1
GTPBP8	NDUFB2
GTPBP10	NDUFB2
GTPBP10	MRPL19
GRSF1	MRPL37
GLRX5	NDUFB4
GFM1	MRPL34
GATC	NDUFAF4
GATC	NDUFA6
GADD45GIP1	MRPL30
MRM2	MRPS16
FDXR	TIMM10
FAM200B	SLFN13
EARS2	MRPL44
DSCR4	TICAM2
DHFR	PFAS
DDX28	METTL17
CYCS	NDUFA10
CYC1	NDUFS7
CYC1	MTERF3
CTAGE15	SMR3B
COX7C	SCO1
COX6C	NDUFAF3
COX6B1	WARS2
COX6B1	RARS2
COX4I1	MRPL34
COX18	NDUFA10
COX11	MRPL53
COX10	MRPL14
COQ7	TFAM
COQ4	MTG1
COQ4	MRPL49
COQ2	MRPS5
COA7	SLC25A26
COA3	NDUFA11
COA3	MRPL20
CCDC159	NEDD8
CARS2	MRPS17
C1QBP	MCAT
TWNK	NDUFA8
AURKAIP1	MRPL18
ATP5PD	MRPS17
ATP5F1C	NDUFA6
ATP5F1C	MRPS11
ACAD9	WARS2
ACAD9	MRPL16
ABCE1	GINS4
AARS2	MRPL44
UQCR10	WARS2
RTN4IP1	UQCRC1
RTN4IP1	SCO1
RAC1	TLN1
NDUFV2	YARS2
NDUFV2	RARS2
NDUFC1	YARS2
NDUFB9	PDSS2
NDUFB3	VARS2
NDUFAF5	RARS2
NDUFAF1	PARS2
NDUFA8	PTCD3
MTRF1L	NDUFAF7
MTPAP	NDUFAF5
MTPAP	NDUFA8
MTG2	NDUFB8
MTERF4	YBEY
MRPS9	RPUSD4
MRPS9	NGRN
MRPS7	MRM3
MRPS33	MTERF3
MRPS28	TFAM
MRPS25	NDUFA8
MRPS22	SCO2
MRPS10	NDUFB9
MRPL9	WARS2
MRPL53	RARS2
MRPL51	MRM3
MRPL4	NARS2
MRPL49	MRM3
MRPL48	TIMMDC1
MRPL47	YBEY
MRPL45	MRPS16
MRPL44	NARS2
MRPL44	MRPL47
MRPL43	NDUFB5
MRPL38	POLG
MRPL38	MTERF4
MRPL37	NDUFB10
MRPL36	PET117
MRPL35	MTG1
MRPL35	MRPS25
MRPL34	UQCR10
MRPL32	MRPS30
MRPL24	MRM3
MRPL24	MRPS18B
MRPL23	RTN4IP1
MRPL19	MTG1
MRPL19	MRPS12
METTL17	WARS2
METTL17	RARS2
METTL17	NDUFA2
MCAT	MRPL18
MALSU1	PDSS2
LARS2	MRPL49
ISCA2	NFU1
GTPBP8	UQCRC2
GTPBP8	NDUFB3
GTPBP8	NDUFAF3
GTPBP10	NDUFA6
GTF3C4	TRMT6
GRSF1	TRUB2
GRSF1	MRPL35
GRSF1	MRPL23
GMPS	MTHFD1
GFM2	PARS2
GATC	NDUFA8
GADD45GIP1	MRPS25
MRM2	MTERF3
FOXRED1	VARS2
FARS2	POLG2
ERAL1	YARS2
ERAL1	MTG2
DNAJC2	HSPA14
DAP3	MRPL12
CYC1	MRPL40
COX6C	MRPL55
COX6C	MRPL17
COX6B1	COX7C
COX4I1	PDSS1
COX4I1	GRSF1
COX16	NDUFAF5
COX11	FOXRED1
COX10	SCO2
COX10	NDUFA6
COQ7	MARS2
COQ4	MRPL55
COA7	NDUFB9
CARS2	TFB2M
TWNK	RTN4IP1
ATP6V1C1	POLR3F
ATP5ME	MRPS10
ATP5ME	MRPL12
ATP5PD	MRPS25
ATP5F1C	NDUFB6
ATP5F1C	MTPAP
ACTR2	ARPC3
ACAD9	COX4I1
AARS2	COX4I1
SRP54	TTK
SCO1	UQCRFS1
SCO1	TFB1M
RPUSD4	TARS2
MRM3	UQCRC2
RARS2	UQCRFS1
PPAT	TFRC
POLR1B	RPF2
PET100	TFB2M
PDSS2	SCO1
PDSS1	QRSL1
PARS2	POLRMT
PARS2	PET117
NDUFV2	TFB1M
NDUFB2	PDSS2
NDUFA3	NDUFS5
NDUFA3	NDUFA10
MTRF1L	PDSS2
MTO1	NDUFAF1
MTG2	NDUFAF4
MTG1	MTO1
MRPS7	SSBP1
MRPS7	MRPS17
MRPS6	MRPS15
MRPS33	POLG
MRPS26	YARS2
MRPS18C	UQCRC2
MRPS18C	NGRN
MRPS18B	NDUFS8
MRPS18A	RARS2
MRPS16	TIMMDC1
MRPS15	MTERF3
MRPS14	NDUFAF5
MRPL9	MRPL55
MRPL4	SCO2
MRPL4	MRPS17
MRPL4	MRPL35
MRPL48	NDUFB10
MRPL47	PNPT1
MRPL46	NDUFA6
MRPL46	NDUFA2
MRPL46	MRPS28
MRPL41	MRPL51
MRPL39	NDUFAF3
MRPL37	NDUFB5
MRPL33	NDUFA2
MRPL32	MRPS21
MRPL32	MRPL50
MRPL30	RARS2
MRPL24	MRPL35
MRPL19	MRPS18B
MRPL14	MRPS34
MRPL12	RBFA
MRPL10	PDSS2
MCAT	MRPL17
MARS2	PDSS2
MARS2	NDUFS5
LRPPRC	TFB2M
LRPPRC	MRPL30
LCE1B	MRGPRE
LCE1B	LRRC37A
LARS2	RTN4IP1
LARS2	NDUFS5
MRPL58	NGRN
MRPL58	MRPL57
HARS2	PDSS2
GTPBP8	NDUFA10
GTPBP10	SCO1
GTPBP10	MRPL24
GFM1	MRPL32
GART	SDHB
MRM2	RPUSD3
MRM2	GTPBP8
FOXRED1	YARS2
FOXRED1	SLC25A26
FOXRED1	NOA1
FASTKD5	MRPS28
FASTKD5	MRPL12
EARS2	NDUFAF4
DSCR4	GALP
DDX28	MRPS18A
CYCS	FARS2
CSDE1	STRAP
COX5B	MRPL55
COX5B	MRPL32
COX5B	ECSIT
COX4I1	NDUFB4
COX4I1	MTPAP
COX18	MRPS18B
COX15	NDUFS2
COX11	NDUFAF1
COQ2	MRPL46
COA3	SSBP1
COA3	MRPL46
COA3	FOXRED1
COA3	COA5
CARS2	MRPL3
CAD	FPGS
C1QBP	MTG2
TWNK	NDUFV2
TWNK	MRPS21
TWNK	METTL17
BCS1L	PDSS1
AURKAIP1	MRPS18B
ATP5PF	MRPL46
ATP5ME	SCO2
ATP5ME	RPUSD4
ATP5F1E	MRPS6
ASNS	EIF2AK4
ASNSD1	RNF19A
ASH1L	KAT6A
ALG9	GNPDA2
ACAD9	UQCR10
EIPR1	VPS52
TRUB2	YARS2
SPHAR	SULT1E1
RTN4IP1	SSBP1
PPY	TICAM2
POLG	YBEY
POLG	RBFA
PFAS	TFRC
PARS2	MRM3
OR1J1	TPP2
NDUFS2	TFB1M
NDUFB4	NDUFB9
NDUFAF6	NDUFS2
NDUFA2	PDSS1
NDUFA2	NUBPL
MTPAP	NDUFS2
MTPAP	NDUFB8
MTG2	NDUFA9
MTG1	NDUFS1
MTG1	NDUFAF4
MTFMT	NDUFAF4
MTERF4	NSUN4
MRPS35	SARS2
MRPS34	NGRN
MRPS26	TFAM
MRPS23	RBFA
MRPS23	NDUFA11
MRPS22	UQCRC2
MRPS18C	NDUFA8
MRPS18B	NDUFS1
MRPS17	RPUSD4
MRPS17	RBFA
MRPS15	NARS2
MRPS14	NDUFS5
MRPS14	NDUFB7
MRPS14	NDUFAF4
MRPL9	NDUFB10
MRPL9	NDUFAF1
MRPL9	MTPAP
MRPL55	POLG2
MRPL54	MTG1
MRPL51	MTERF4
MRPL46	NDUFAF4
MRPL43	MRPS7
MRPL3	NDUFC1
MRPL38	SCO2
MRPL37	SCO2
MRPL36	NDUFS2
MRPL36	NDUFAF4
MRPL36	NDUFA2
MRPL36	MRPS26
MRPL35	TFAM
MRPL32	RTN4IP1
MRPL32	MRPS28
MRPL32	MRPS26
MRPL2	UQCRC2
MRPL28	NDUFA6
MRPL24	UQCR10
MRPL20	MRPS31
MRPL15	MRPL54
MRPL11	QRSL1
MRPL10	MTRF1L
MRPL10	MRPS35
MIPEP	NDUFAF3
MIPEP	MRPS17
MALSU1	NOA1
LRPPRC	VARS2
ISCA2	MRPL21
IBA57	RARS2
HARS2	NSUN4
HARS2	MTFMT
GTPBP10	TIMMDC1
GTPBP10	MRPL4
GRSF1	RMND1
GFM2	NDUFS5
GFM2	MRPL11
GFM1	MRPS35
GATC	SARS2
GADD45GIP1	MRPL19
GADD45GIP1	MRPL13
MRM2	MRPL18
FOXRED1	MRPS22
FASTKD5	MRPL46
FARS2	NDUFB8
EIF3CL	SF3B6
DLD	UQCRC2
DARS2	NDUFS7
DAP3	PNPT1
CYC1	ECSIT
COX7C	MRPS5
COX6C	MTG1
COX5B	MTG1
COX4I1	VARS2
COX18	TFAM
COX18	MRPS12
COX16	NDUFAF7
COX14	DAP3
COX11	UQCRC2
COX10	DMAC1
COX10	MTG2
COX10	MTERF4
COX10	MRPL21
CARS2	UQCRC2
C1QBP	NOA1
C1QBP	MTERF3
BCS1L	MRPL41
ATP5F1C	NDUFC1
ACTR5	INO80C
AARS2	MRM3
EIPR1	VPS53
DMAC1	UQCR10
SUPV3L1	UQCRC2
STRN	TMED8
SCO2	UQCRFS1
SCO1	YARS2
RPUSD4	UQCRC2
PEX12	PEX19
NDUFAF4	UQCR10
NARS2	NDUFAF5
MTPAP	RTN4IP1
MTG1	YARS2
MTFMT	NDUFA10
MTERF4	NDUFA6
MRPS6	PDSS2
MRPS5	NDUFAF3
MRPS35	PTCD3
MRPS33	MTPAP
MRPS31	NOA1
MRPS2	NDUFV2
MRPS25	MTERF4
MRPS24	NDUFB4
MRPS18C	TIMMDC1
MRPS18B	NARS2
MRPS17	PARS2
MRPS16	NDUFAF3
MRPS12	SCO1
MRPS12	NDUFAF7
MRPL9	MRPL28
MRPL57	POLRMT
MRPL50	MTERF4
MRPL49	NDUFB8
MRPL46	NDUFS8
MRPL46	NDUFB10
MRPL43	NDUFAF3
MRPL3	NDUFV2
MRPL3	NDUFB7
MRPL39	NDUFB4
MRPL39	MRPS30
MRPL34	NDUFS2
MRPL33	NDUFAF3
MRPL28	NDUFB5
MRPL23	YBEY
MRPL20	RTN4IP1
MRPL19	NDUFB8
MRPL14	UQCRFS1
MRPL14	MRPS35
MRPL13	NGRN
MRPL12	MRPS34
MIPEP	NDUFS2
MIPEP	NDUFA8
MED4	NUF2
MCAT	MRPL10
MARS2	NDUFS8
MARS2	NDUFAF5
LARS2	TUFM
KIAA0391	MRPL11
ISCA2	NDUFB5
ISCA2	NDUFAF5
ILK	RSU1
MRPL58	MRPL15
GATC	MRPL51
GADD45GIP1	UQCRB
GADD45GIP1	MRPS18C
GADD45GIP1	MRPS16
MRM2	NDUFS8
MRM2	IBA57
FPGS	SDHB
FOXRED1	POLRMT
FASTKD5	MRPS5
FASTKD5	MRPL41
FARS2	NDUFS1
ECSIT	UQCRC1
EARS2	SCO1
DDX28	MRPS9
DDX28	MRPL22
DDX28	MRPL11
COX5B	MRPL16
COX5B	GFM1
COX4I1	PET100
COX4I1	MRPL2
COX16	ISCA1
COX16	CYC1
COX15	NDUFAF1
COX11	NDUFA11
COX11	MALSU1
COX10	MRPS25
COQ2	NDUFAF7
COA7	TARS2
COA5	WARS2
COA5	LRPPRC
BCS1L	MRPS5
AURKAIP1	MRPL16
ATP5PF	MRPL2
ATP5PB	DDX28
ATP5F1C	MRPL24
ATP5F1C	MRPL14
ATP5F1B	FOXRED1
ATP5F1B	ATP5PD
ATIC	TFRC
ANAPC10	RGPD4
ADSL	COASY
ACAD9	MRPL34
ACAD9	METTL17
UQCRC1	WARS2
TRMT10C	VARS2
SRP54	TRAPPC3
SCO1	DMAC1
SARS2	YBEY
RTN4IP1	WARS2
RGPD4	SRP54
PET100	VARS2
PET100	SCO2
PET100	QRSL1
PAICS	SDHA
OR5H1	PRAMEF17
NDUFS5	TFB1M
NDUFS2	QRSL1
NDUFC1	SUPV3L1
NDUFB10	RPUSD4
NDUFAF7	NUBPL
NDUFAF4	TFB1M
NDUFA9	PET100
NDUFA6	PTCD3
NDUFA6	NDUFS3
NDUFA2	RARS2
NDUFA2	NDUFS3
NDUFA11	TFB1M
MTRF1L	TIMMDC1
MTPAP	UQCR10
MTG1	NDUFS2
MTFMT	PET100
MRPS34	MRM3
MRPS24	UQCRFS1
MRPS18C	NDUFA2
MRPS10	NDUFAF1
MRPL54	MRPS5
MRPL53	NDUFB2
MRPL53	NDUFA2
MRPL51	MRPL57
MRPL50	NDUFB10
MRPL50	MRPS31
MRPL4	MTERF4
MRPL41	VARS2
MRPL40	NDUFS1
MRPL39	NDUFA2
MRPL37	NDUFA8
MRPL32	NDUFB5
MRPL2	NDUFA11
MRPL28	PARS2
MRPL22	SLC25A26
MRPL20	NDUFV2
MRPL19	MRPS22
MRPL17	MRPL36
MRPL16	NDUFAF3
MRPL16	MRPS21
MRPL14	RTN4IP1
MRPL12	RTN4IP1
MIPEP	NDUFV2
MIPEP	NDUFB6
MIPEP	MRPS35
MIPEP	MRPL13
METTL17	NDUFS5
MARS2	NDUFB2
LSM5	RPL35A
LRPPRC	YBEY
ISCA2	MTERF3
ISCA1	NDUFB3
GTPBP10	TRMT10C
GLRX5	NFU1
GLRX5	NDUFB6
GLRX5	NDUFAF6
GLRX5	NDUFAF5
GLRX5	MIPEP
GFM2	MRPL32
GFM1	NDUFA9
GFM1	MRPS9
MRM2	MIPEP
FASTKD5	MRPL28
ERAL1	MRPL40
ERAL1	MRPL34
EARS2	NDUFB9
DTYMK	YRDC
DDX28	MTRF1L
DARS2	RBFA
DARS2	MRPL2
DARS2	MRM2
CYCS	NDUFS1
CYCS	MRPS16
CYC1	MRM3
CYC1	MRPL13
COX7C	MRPL17
COX6C	YARS2
COX6C	ISCA2
COX6B1	MRPL21
COX5B	RARS2
COX5B	MRPS22
COX4I1	MRPS5
COX16	NDUFA11
COX15	FASTKD5
COX11	MIPEP
COX10	RPUSD4
COQ4	TFAM
COQ2	MRPS24
COQ2	GLRX5
COQ2	FOXRED1
COA3	MRPS22
C1orf109	RPP21
TWNK	NDUFA6
BIRC6	UBA6
BCS1L	MRPL51
ATP5PF	NDUFS2
ATP5ME	WARS2
ATP5ME	MRPL3
ATP5ME	COA6
ATP5PD	GFM2
ATP5F1B	NDUFB6
ATP5F1B	MRPS5
AHCY	ATIC
ADSL	NAMPT
ADSL	DHFR
ACAD9	POLG
ACAD9	GATC
ABCE1	TRAPPC3
TIMMDC1	UQCRC1
PGM3	UGP2
PGD	RPIA
PFAS	SDHB
PDE12	MRM3
OXSM	POLG
NOA1	MRM3
NDUFS3	RTN4IP1
NDUFC1	RPUSD3
NDUFB4	NDUFS7
NDUFAF1	PDE12
MTRF1L	RTN4IP1
MTG1	NDUFAF6
MTG1	MTRF1L
MTERF3	SCO1
MTERF3	POLRMT
MRPS9	MRPS30
MRPS7	NDUFB8
MRPS7	MRPS34
MRPS35	TFB2M
MRPS2	YARS2
MRPS2	NDUFS1
MRPS25	RBFA
MRPS18C	POLRMT
MRPS15	SSBP1
MRPS14	NDUFS1
MRPS14	NDUFB2
MRPS14	MTFMT
MRPL9	UQCRC2
MRPL9	MRPL13
MRPL57	VARS2
MRPL55	UQCRC1
MRPL55	PNPT1
MRPL54	TFB1M
MRPL54	MRPS24
MRPL53	NDUFB10
MRPL53	MRPS18A
MRPL51	SSBP1
MRPL49	NDUFA2
MRPL40	SUPV3L1
MRPL37	NDUFS7
MRPL36	MRPS31
MRPL35	YARS2
MRPL34	NDUFB10
MRPL34	MRPL35
MRPL32	RPUSD3
MRPL30	MRPL45
MRPL2	POLRMT
MRPL24	NDUFC1
MRPL24	NDUFA2
MRPL23	NDUFB8
MRPL23	NDUFB6
MRPL22	MRPS16
MRPL22	MRPL43
MRPL19	MRPL51
MRPL17	TFB2M
MRPL13	SLC25A26
MIPEP	NOA1
MIPEP	NDUFAF5
METTL17	RPUSD4
MDM2	USP7
MARS2	TAMM41
LRPPRC	PDSS1
LRPPRC	NDUFB9
LCE1B	SET
LARS2	NDUFB3
LARS2	MRPS31
ISCA2	YARS2
IBA57	MRPS14
GTPBP8	SARS2
GTPBP10	TFB2M
GNPDA2	SPHAR
GLRX5	NDUFB8
GFM2	PDSS1
MRM2	NDUFS1
FOXRED1	MRPL37
FARS2	TIMMDC1
FANCL	FANCM
ECSIT	FARS2
EARS2	UQCRC1
DDX28	MRM2
DAP3	GTPBP8
CTPS1	PPAT
COX7C	MRPL4
COX5B	TIMMDC1
COX4I1	NGRN
COX4I1	MTFMT
COX4I1	MRPS34
COX18	NDUFS1
COX18	DARS2
COX10	MRPL10
COX10	GRSF1
COQ2	NDUFA2
COA6	HIGD2A
COA5	SCO1
COA5	KIAA0391
CHGA	PSMA1
CARS2	COX7C
C1QBP	MRPL53
BCS1L	MTFMT
BCS1L	DAP3
BCS1L	COA3
ATP5PF	MRPS18B
ATP5PF	EARS2
ATP5ME	MRPS34
ATP5PD	MRM3
ATP5F1E	MRPL39
ATP5F1B	MRM3
ATP5F1B	MRPS18C
ATIC	RFK
AGAP5	AGAP6
ACAD9	GLRX5
AARS2	COX6B1
UQCRFS1	UQCRQ
SKP1	ELOC
SCO2	TIMMDC1
RNF19A	SLFN13
PNPT1	TFB1M
PARS2	PTCD3
NDUFS3	NDUFS5
NDUFS1	SUPV3L1
NDUFB8	WARS2
NDUFB8	SUPV3L1
NDUFB7	SCO2
NDUFB3	SSBP1
NDUFA11	RPUSD4
MTPAP	NDUFA11
MTERF4	NDUFB10
MTERF3	RTN4IP1
MTERF3	POLG2
MTERF3	NDUFV2
MRPS9	TFB1M
MRPS34	UQCRC1
MRPS28	PET117
MRPS28	NDUFB8
MRPS23	TRUB2
MRPS18C	UQCRB
MRPS18B	DMAC1
MRPS16	PDSS1
MRPS12	RBFA
MRPS10	NDUFB2
MRPL55	NDUFS8
MRPL54	SARS2
MRPL53	TIMMDC1
MRPL4	MRM3
MRPL49	NDUFB5
MRPL48	POLRMT
MRPL37	SCO1
MRPL36	MRPS18C
MRPL34	PDSS1
MRPL32	UQCRB
MRPL32	MRPL54
MRPL24	MRPL37
MRPL22	NDUFS7
MRPL18	DMAC1
MRPL16	MRPS28
MRPL12	NDUFB6
MRPL11	MRPS18C
MRPL11	MRPS16
METTL17	PDSS2
MCAT	WARS2
LSM10	ZNF85
MRPL58	NDUFA8
MRPL58	MRPL18
IBA57	RBFA
IBA57	PTCD3
IBA57	NDUFAF6
IBA57	MRPS18C
HARS2	NDUFB2
HARS2	MRPS33
GTPBP8	YBEY
GRSF1	MRPL55
GFM2	MRPL41
GFM2	MRPL38
GATC	PTCD3
GATC	NDUFAF3
GATC	MRPL3
GADD45GIP1	WARS2
GADD45GIP1	VARS2
MRM2	TBRG4
MRM2	MRPS31
FKBP9	PHKG1
FASTKD5	TRUB2
FARS2	MRPL44
DOHH	TRMT61A
DHODH	FPGS
CYCS	NDUFB2
CYC1	RPUSD4
CYC1	MRPL37
CYC1	LARS2
CWC27	OR1J1
COX7C	MRPS7
COX7C	CYCS
COX6C	MRPL9
COX6C	GTPBP8
COX5B	TRUB2
COX15	MRPL32
COX10	MALSU1
COQ4	DMAC1
COA7	NDUFB2
COA6	SUPV3L1
COA6	MRPL24
CHEK1	RAD52
CARS2	NGRN
CARS2	MTO1
CAD	GMPS
C1QBP	MRPL32
TWNK	NDUFB7
TWNK	NDUFAF7
BCS1L	TARS2
BCS1L	MRPL34
ATP5PF	SSBP1
ATP5PF	MRPL21
ATP5F1D	NDUFS8
ATP5F1B	NDUFS5
ANAPC10	SF3B6
AIDA	CHEK1
ACAD9	COX5B
TFB2M	YARS2
ELOB	VHL
RPUSD4	RTN4IP1
RARS2	SCO1
NDUFS5	WARS2
NDUFS5	TRUB2
NDUFS2	SUPV3L1
NDUFC1	TMEM242
NDUFB5	TFB1M
NDUFB5	RPUSD4
NDUFAF4	RPUSD4
NDUFAF1	QRSL1
NDUFA9	TRUB2
NDUFA2	NDUFA5
NAMPT	PPAT
MTRF1L	NDUFA11
MTG1	NUBPL
MTERF4	NDUFS1
MTERF4	NDUFB5
MTERF4	NDUFA11
MTERF3	NDUFS5
MTERF3	NDUFA6
MRPS9	MRPS16
MRPS5	NDUFA8
MRPS35	SUPV3L1
MRPS34	NOA1
MRPS30	YARS2
MRPS24	RPUSD3
MRPS17	MTFMT
MRPS16	NDUFB2
MRPS11	TXN2
MRPS11	NOA1
MRPS11	NDUFAF7
MRPS10	UQCRC2
MRPL57	UQCRC1
MRPL53	MRPS35
MRPL51	MRPS18B
MRPL50	MRM3
MRPL49	NDUFS5
MRPL49	NDUFB4
MRPL48	MRPS35
MRPL44	MRPS18B
MRPL43	MRPL50
MRPL41	PARS2
MRPL41	NDUFB3
MRPL40	RBFA
MRPL38	MRPS31
MRPL37	NDUFAF4
MRPL36	WARS2
MRPL36	MRPS5
MRPL33	PNPT1
MRPL32	PDSS2
MRPL2	MRPL19
MRPL24	RARS2
MRPL24	MRPL43
MRPL22	MRPS14
MRPL22	MRPL37
MRPL19	MRPS35
MRPL16	TFB2M
MRPL16	MRPS27
MRPL14	PNPT1
MRPL14	NDUFB10
MRPL12	NDUFAF1
MIPEP	MRPS26
MIPEP	MRPL2
MCAT	MIPEP
LSM5	REV1
KIAA0391	NDUFB6
ISCA2	UQCR10
ISCA2	MRPL19
IBA57	UQCRC1
IBA57	NDUFB7
IBA57	NDUFA9
GTPBP8	NDUFB7
GTPBP8	MRPL53
GTPBP8	MRPL51
GRSF1	SUPV3L1
GRSF1	SCO1
GMPS	OGDH
GLRX5	NDUFA11
GFM1	MRPS10
GADD45GIP1	SCO2
FASTKD5	MTERF4
FASTKD5	MRPL40
RETREG1	FAM200B
ECSIT	MRPL17
DUSP4	PEA15
DHX30	KIAA0391
DHODH	SDHB
DHODH	NAMPT
DARS2	MRPS35
DARS2	MRPL49
CYCS	NDUFB9
CYCS	MRPS17
COX7C	MRPL14
COX6C	TFAM
COX6C	RARS2
COX6C	NDUFAF7
COX6C	MRPL36
COX6C	METTL17
COX6B1	YBEY
COX5B	NDUFB7
COX5A	UQCRB
COX4I1	MRPL55
COX18	MRM3
COX18	NDUFAF4
COQ7	NDUFB4
COQ7	MRPS25
COQ7	MRPL49
COQ7	GLRX5
COG1	UNC50
COA7	MRPL19
COA6	MRPL53
COA3	MRPL2
CENPL	TAF1A
CARS2	POLG2
C1QBP	MRPS31
C1QBP	MRPL28
NDUFAF8	NDUFA8
TWNK	MRPS31
TWNK	MRPL54
TWNK	COX10
BCS1L	MRM3
AURKAIP1	LARS2
ATXN10	POMP
DMAC2	COA6
ATP5ME	MRPL48
ATP5ME	ECSIT
ATP5PB	NDUFS1
ATP5F1D	MALSU1
ATP5F1C	NDUFAF1
AIDA	OR2M3
ACAD9	ISCA2
ABCE1	ATP6V1C1
AARS2	NDUFAF7
AARS2	MRPL37
UQCR10	VARS2
TM2D1	TM2D2
STRN	ZNF382
SCO2	DMAC1
SCO1	UQCRC2
PSMA1	PSMA2
OCLM	TATDN3
NGRN	QRSL1
NDUFS7	VARS2
NDUFS5	TFAM
NDUFB7	DMAC1
NDUFB5	TFAM
NDUFAF5	VARS2
NDUFAF3	WARS2
NDUFA8	SUPV3L1
NDUFA6	TFAM
NDUFA3	NDUFA11
NDUFA11	SCO2
MTERF4	NARS2
MTERF3	SUPV3L1
MRPS34	TFB1M
MRPS31	SCO2
MRPS31	PARS2
MRPS31	NDUFB3
MRPS2	MRPS23
MRPS24	NOA1
MRPS23	NDUFS8
MRPS23	NDUFB8
MRPS18C	PNPT1
MRPS18B	UQCRQ
MRPS17	UQCR10
MRPS16	TRMT10C
MRPL57	RBFA
MRPL55	MRPS28
MRPL49	SUPV3L1
MRPL46	UQCRFS1
MRPL43	NDUFA11
MRPL43	MRPS30
MRPL3	TRMT10C
MRPL37	UQCRFS1
MRPL37	NDUFAF1
MRPL35	MRPL37
MRPL34	NGRN
MRPL33	NDUFAF5
MRPL32	NDUFAF4
MRPL2	NDUFAF5
MRPL28	MRPL35
MRPL24	MTERF3
MRPL23	MRPL36
MRPL14	MRPS21
MRPL13	MRPL24
MCAT	MTG2
MALSU1	PTCD3
ISCA2	PDSS2
ELP1	KTI12
HSCB	TRMT61A
HARS2	NDUFB7
GTPBP10	NDUFAF6
GRSF1	MRPL34
GFM2	MRPL51
GFM1	PET100
GART	NAMPT
GADD45GIP1	MRPS5
GADD45GIP1	MALSU1
MRM2	NUBPL
MRM2	NDUFS2
FARS2	NDUFAF4
ERAL1	QRSL1
EARS2	MRM2
DHX30	MRPS10
DDX28	NDUFB8
DARS2	NUBPL
DARS2	NDUFA2
CYCS	QRSL1
CWC27	LURAP1L
COX6B1	POLRMT
COX6B1	NDUFA9
COX5B	MRPS17
COX5B	MRPL2
COX18	MRPL49
COX18	MRPL14
COX15	UQCRC1
COX15	TFAM
