V1	V2
ADCY9	CAMK2B
ADCY9	CAMK2D
ADCY9	CAMK2G
ADCY9	CAMK4
ADCY9	CREB1
ADCY9	GNAI1
ADCY9	GNAI2
ADCY9	GNAI3
ADCY9	GNAL
ADCY9	GNAS
ADCY9	GNAT3
ADCY9	GNB1
ADCY9	GNB2
ADCY9	GNB3
ADCY9	GNB4
ADCY9	GNB5
ADCY9	GNG10
ADCY9	GNG11
ADCY9	GNG12
ADCY9	GNG13
ADCY9	GNG2
ADCY9	GNG3
ADCY9	GNG4
ADCY9	GNG5
ADCY9	GNG7
ADCY9	GNG8
ADCY9	GNGT1
ADCY9	GNGT2
ADCY9	GRK2
ADCY9	KPNA2
ADCY9	PRKACA
ADCY9	PRKACB
ADCY9	PRKACG
ADCY9	PRKAR1A
ADCY9	PRKAR1B
ADCY9	PRKAR2A
ADCY9	PRKAR2B
ADCY9	PRKCA
ADCY9	PRKCD
ADCY9	PRKCG
ADCY9	PRKX
ADCYAP1	ADCYAP1R1
ADD1	LMNA
ADD1	VIM
ADH1A	ADH1C
ADH1A	ADH4
ADH1A	ALDH1A1
ADH1A	CYP26A1
ADH1A	CYP26B1
ADH1A	CYP26C1
ADH1C	ADH4
ADH1C	ALDH1A1
ADH1C	CYP26A1
ADH1C	CYP26B1
ADH1C	CYP26C1
ADH4	ALDH1A1
ADH4	CYP26A1
ADH4	CYP26B1
ADH4	CYP26C1
ADPRHL2	APEX1
ADPRHL2	FEN1
ADPRHL2	LIG1
ADPRHL2	PARG
ADPRHL2	PARP1
ADPRHL2	PARP2
ADPRHL2	POLB
ADRA1A	ADRA1B
ADRA1A	ADRA1D
ADRA1B	ADRA1D
ADRA2A	ADRA2B
ADRA2A	ADRA2C
ADRA2A	GNAI1
ADRA2A	GNAI2
ADRA2A	GNB1
ADRA2A	GNB2
ADRA2A	GNB3
ADRA2A	GNB4
ADRA2A	GNB5
ADRA2A	GNG10
ADRA2A	GNG11
ADRA2A	GNG12
ADRA2A	GNG13
ADRA2A	GNG2
ADRA2A	GNG3
ADRA2A	GNG4
ADRA2A	GNG5
ADRA2A	GNG7
ADRA2A	GNG8
ADRA2A	GNGT1
ADRA2A	GNGT2
ADRA2B	ADRA2C
ADRA2C	GNAI1
ADRA2C	GNAI2
ADRA2C	GNB1
ADRA2C	GNB2
ADRA2C	GNB3
ADRA2C	GNB4
ADRA2C	GNB5
ADRA2C	GNG10
ADRA2C	GNG11
ADRA2C	GNG12
ADRA2C	GNG13
ADRA2C	GNG2
ADRA2C	GNG3
ADRA2C	GNG4
ADRA2C	GNG5
ADRA2C	GNG7
ADRA2C	GNG8
ADRA2C	GNGT1
ADRA2C	GNGT2
AGER	APP
AGER	ATF2
AGER	BTRC
AGER	CHUK
AGER	CREB1
AGER	CUL1
AGER	FBXW11
AGER	FOS
AGER	HMGB1
AGER	IKBKB
AGER	IKBKG
AGER	IRAK1
AGER	IRAK4
AGER	JUN
AGER	MAP2K1
AGER	MAP2K4
AGER	MAP2K6
AGER	MAP2K7
AGER	MAP3K1
AGER	MAP3K7
AGER	MAPK1
AGER	MAPK10
AGER	MAPK11
AGER	MAPK14
AGER	MAPK3
AGER	MAPK7
AGER	MAPK8
AGER	MAPK9
AGER	MAPKAPK2
AGER	MAPKAPK3
AGER	MEF2C
AGER	MYD88
AGER	NFKB1
AGER	NFKB2
AGER	NFKBIA
AGER	NFKBIB
AGER	NKIRAS1
AGER	NKIRAS2
AGER	NOD1
AGER	NOD2
AGER	PPP2CA
AGER	PPP2CB
AGER	PPP2R1A
AGER	PPP2R1B
AGER	PPP2R5D
AGER	RELA
AGER	RIPK2
AGER	RPS27A
AGER	RPS6KA1
AGER	RPS6KA2
AGER	RPS6KA3
AGER	RPS6KA5
AGER	S100A12
AGER	S100B
AGER	SAA1
AGER	SKP1
AGER	TAB1
AGER	TAB2
AGER	TAB3
AGER	TNIP2
AGER	TRAF6
AGER	UBA52
AGER	UBB
AGER	UBC
AGER	UBE2N
AGER	UBE2V1
AGO1	AGO2
AGO1	AGO3
AGO1	AGO4
AGO1	CCND1
AGO1	CREBBP
AGO1	EP300
AGO1	H2AFB1
AGO1	H2AFJ
AGO1	H2AFV
AGO1	H2AFX
AGO1	H2AFZ
AGO1	H2BFS
AGO1	H3F3A
AGO1	HDAC1
AGO1	HIST1H2AB
AGO1	HIST1H2AC
AGO1	HIST1H2AD
AGO1	HIST1H2AJ
AGO1	HIST1H2BA
AGO1	HIST1H2BB
AGO1	HIST1H2BC
AGO1	HIST1H2BD
AGO1	HIST1H2BH
AGO1	HIST1H2BJ
AGO1	HIST1H2BK
AGO1	HIST1H2BL
AGO1	HIST1H2BM
AGO1	HIST1H2BN
AGO1	HIST1H2BO
AGO1	HIST1H3A
AGO1	HIST1H4A
AGO1	HIST2H2AA3
AGO1	HIST2H2AC
AGO1	HIST2H2BE
AGO1	HIST2H3A
AGO1	HIST3H2BB
AGO1	JUN
AGO1	KAT2B
AGO1	MAPK1
AGO1	MAPK3
AGO1	MIR106A
AGO1	MIR17
AGO1	MIR20A
AGO1	MIR26A1
AGO1	MIR26A2
AGO1	MOV10
AGO1	MYC
AGO1	PSMA1
AGO1	PSMA2
AGO1	PSMA3
AGO1	PSMA4
AGO1	PSMA5
AGO1	PSMA6
AGO1	PSMA7
AGO1	PSMB1
AGO1	PSMB10
AGO1	PSMB2
AGO1	PSMB3
AGO1	PSMB4
AGO1	PSMB5
AGO1	PSMB6
AGO1	PSMB7
AGO1	PSMB8
AGO1	PSMB9
AGO1	PSMC1
AGO1	PSMC2
AGO1	PSMC3
AGO1	PSMC4
AGO1	PSMC5
AGO1	PSMC6
AGO1	PSMD1
AGO1	PSMD10
AGO1	PSMD11
AGO1	PSMD12
AGO1	PSMD13
AGO1	PSMD14
AGO1	PSMD2
AGO1	PSMD3
AGO1	PSMD4
AGO1	PSMD5
AGO1	PSMD6
AGO1	PSMD7
AGO1	PSMD8
AGO1	PSMD9
AGO1	PSME1
AGO1	PSME2
AGO1	PSME3
AGO1	PSMF1
AGO1	RPS27A
AGO1	RUNX1
AGO1	SEM1
AGO1	TNRC6A
AGO1	TNRC6B
AGO1	TNRC6C
AGO1	TP53
AGO1	UBA52
AGO1	UBB
AGO1	UBC
AGO2	AGO3
AGO2	AGO4
AGO2	CCND1
AGO2	CREBBP
AGO2	EP300
AGO2	H2AFB1
AGO2	H2AFJ
AGO2	H2AFV
AGO2	H2AFX
AGO2	H2AFZ
AGO2	H2BFS
AGO2	H3F3A
AGO2	HDAC1
AGO2	HIST1H2AB
AGO2	HIST1H2AC
AGO2	HIST1H2AD
AGO2	HIST1H2AJ
AGO2	HIST1H2BA
AGO2	HIST1H2BB
AGO2	HIST1H2BC
AGO2	HIST1H2BD
AGO2	HIST1H2BH
AGO2	HIST1H2BJ
AGO2	HIST1H2BK
AGO2	HIST1H2BL
AGO2	HIST1H2BM
AGO2	HIST1H2BN
AGO2	HIST1H2BO
AGO2	HIST1H3A
AGO2	HIST1H4A
AGO2	HIST2H2AA3
AGO2	HIST2H2AC
AGO2	HIST2H2BE
AGO2	HIST2H3A
AGO2	HIST3H2BB
AGO2	JUN
AGO2	MIR106A
AGO2	MIR17
AGO2	MIR20A
AGO2	MIR26A1
AGO2	MIR26A2
AGO2	MOV10
AGO2	MYC
AGO2	PSMA1
AGO2	PSMA2
AGO2	PSMA3
AGO2	PSMA4
AGO2	PSMA5
AGO2	PSMA6
AGO2	PSMA7
AGO2	PSMB1
AGO2	PSMB10
AGO2	PSMB2
AGO2	PSMB3
AGO2	PSMB4
AGO2	PSMB5
AGO2	PSMB6
AGO2	PSMB7
AGO2	PSMB8
AGO2	PSMB9
AGO2	PSMC1
AGO2	PSMC2
AGO2	PSMC3
AGO2	PSMC4
AGO2	PSMC5
AGO2	PSMC6
AGO2	PSMD1
AGO2	PSMD10
AGO2	PSMD11
AGO2	PSMD12
AGO2	PSMD13
AGO2	PSMD14
AGO2	PSMD2
AGO2	PSMD3
AGO2	PSMD4
AGO2	PSMD5
AGO2	PSMD6
AGO2	PSMD7
AGO2	PSMD8
AGO2	PSMD9
AGO2	PSME1
AGO2	PSME2
AGO2	PSME3
AGO2	PSMF1
AGO2	RPS27A
AGO2	RUNX1
AGO2	SEM1
AGO2	TNRC6A
AGO2	TNRC6B
AGO2	TNRC6C
AGO2	UBA52
AGO2	UBB
AGO2	UBC
AGO3	AGO4
AGO3	CCND1
AGO3	CREBBP
AGO3	EP300
AGO3	H2AFB1
AGO3	H2AFJ
AGO3	H2AFV
AGO3	H2AFX
AGO3	H2AFZ
AGO3	H2BFS
AGO3	H3F3A
AGO3	HDAC1
AGO3	HIST1H2AB
AGO3	HIST1H2AC
AGO3	HIST1H2AD
AGO3	HIST1H2AJ
AGO3	HIST1H2BA
AGO3	HIST1H2BB
AGO3	HIST1H2BC
AGO3	HIST1H2BD
AGO3	HIST1H2BH
AGO3	HIST1H2BJ
AGO3	HIST1H2BK
AGO3	HIST1H2BL
AGO3	HIST1H2BM
AGO3	HIST1H2BN
AGO3	HIST1H2BO
AGO3	HIST1H3A
AGO3	HIST1H4A
AGO3	HIST2H2AA3
AGO3	HIST2H2AC
AGO3	HIST2H2BE
AGO3	HIST2H3A
AGO3	HIST3H2BB
AGO3	JUN
AGO3	KAT2B
AGO3	MAPK1
AGO3	MAPK3
AGO3	MIR106A
AGO3	MIR17
AGO3	MIR20A
AGO3	MIR26A1
AGO3	MIR26A2
AGO3	MOV10
AGO3	MYC
AGO3	PSMA1
AGO3	PSMA2
AGO3	PSMA3
AGO3	PSMA4
AGO3	PSMA5
AGO3	PSMA6
AGO3	PSMA7
AGO3	PSMB1
AGO3	PSMB10
AGO3	PSMB2
AGO3	PSMB3
AGO3	PSMB4
AGO3	PSMB5
AGO3	PSMB6
AGO3	PSMB7
AGO3	PSMB8
AGO3	PSMB9
AGO3	PSMC1
AGO3	PSMC2
AGO3	PSMC3
AGO3	PSMC4
AGO3	PSMC5
AGO3	PSMC6
AGO3	PSMD1
AGO3	PSMD10
AGO3	PSMD11
AGO3	PSMD12
AGO3	PSMD13
AGO3	PSMD14
AGO3	PSMD2
AGO3	PSMD3
AGO3	PSMD4
AGO3	PSMD5
AGO3	PSMD6
AGO3	PSMD7
AGO3	PSMD8
AGO3	PSMD9
AGO3	PSME1
AGO3	PSME2
AGO3	PSME3
AGO3	PSMF1
AGO3	RPS27A
AGO3	RUNX1
AGO3	SEM1
AGO3	TNRC6A
AGO3	TNRC6B
AGO3	TNRC6C
AGO3	TP53
AGO3	UBA52
AGO3	UBB
AGO3	UBC
AGO4	CCND1
AGO4	CREBBP
AGO4	EP300
AGO4	H2AFB1
AGO4	H2AFJ
AGO4	H2AFV
AGO4	H2AFX
AGO4	H2AFZ
AGO4	H2BFS
AGO4	H3F3A
AGO4	HDAC1
AGO4	HIST1H2AB
AGO4	HIST1H2AC
AGO4	HIST1H2AD
AGO4	HIST1H2AJ
AGO4	HIST1H2BA
AGO4	HIST1H2BB
AGO4	HIST1H2BC
AGO4	HIST1H2BD
AGO4	HIST1H2BH
AGO4	HIST1H2BJ
AGO4	HIST1H2BK
AGO4	HIST1H2BL
AGO4	HIST1H2BM
AGO4	HIST1H2BN
AGO4	HIST1H2BO
AGO4	HIST1H3A
AGO4	HIST1H4A
AGO4	HIST2H2AA3
AGO4	HIST2H2AC
AGO4	HIST2H2BE
AGO4	HIST2H3A
AGO4	HIST3H2BB
AGO4	JUN
AGO4	KAT2B
AGO4	MAPK1
AGO4	MAPK3
AGO4	MIR106A
AGO4	MIR17
AGO4	MIR20A
AGO4	MIR26A1
AGO4	MIR26A2
AGO4	MOV10
AGO4	MYC
AGO4	PSMA1
AGO4	PSMA2
AGO4	PSMA3
AGO4	PSMA4
AGO4	PSMA5
AGO4	PSMA6
AGO4	PSMA7
AGO4	PSMB1
AGO4	PSMB10
AGO4	PSMB2
AGO4	PSMB3
AGO4	PSMB4
AGO4	PSMB5
AGO4	PSMB6
AGO4	PSMB7
AGO4	PSMB8
AGO4	PSMB9
AGO4	PSMC1
AGO4	PSMC2
AGO4	PSMC3
AGO4	PSMC4
AGO4	PSMC5
AGO4	PSMC6
AGO4	PSMD1
AGO4	PSMD10
AGO4	PSMD11
AGO4	PSMD12
AGO4	PSMD13
AGO4	PSMD14
AGO4	PSMD2
AGO4	PSMD3
AGO4	PSMD4
AGO4	PSMD5
AGO4	PSMD6
AGO4	PSMD7
AGO4	PSMD8
AGO4	PSMD9
AGO4	PSME1
AGO4	PSME2
AGO4	PSME3
AGO4	PSMF1
AGO4	RPS27A
AGO4	RUNX1
AGO4	SEM1
AGO4	TNRC6A
AGO4	TNRC6B
AGO4	TNRC6C
AGO4	TP53
AGO4	UBA52
AGO4	UBB
AGO4	UBC
AGPAT3	PLA2G4A
AGRN	BCAN
AGRN	BGN
AGRN	CSPG4
AGRN	CSPG5
AGRN	DCN
AGRN	FMOD
AGRN	GPC1
AGRN	GPC2
AGRN	GPC3
AGRN	GPC4
AGRN	GPC5
AGRN	GPC6
AGRN	HSPG2
AGRN	LUM
AGRN	NCAN
AGRN	SDC1
AGRN	SDC2
AGRN	SDC3
AGRN	SDC4
AGRN	TTR
AGRN	VCAN
AHCTF1	APITD1
AHCTF1	AURKB
AHCTF1	B9D2
AHCTF1	BIRC5
AHCTF1	BUB1
AHCTF1	BUB1B
AHCTF1	BUB3
AHCTF1	CDC20
AHCTF1	CDCA8
AHCTF1	CENPA
AHCTF1	CENPC
AHCTF1	CENPE
AHCTF1	CENPF
AHCTF1	CENPH
AHCTF1	CENPI
AHCTF1	CENPK
AHCTF1	CENPL
AHCTF1	CENPM
AHCTF1	CENPN
AHCTF1	CENPO
AHCTF1	CENPP
AHCTF1	CENPQ
AHCTF1	CENPT
AHCTF1	CENPU
AHCTF1	CKAP5
AHCTF1	CLASP1
AHCTF1	CLASP2
AHCTF1	CLIP1
AHCTF1	DSN1
AHCTF1	DYNC1H1
AHCTF1	DYNC1I1
AHCTF1	DYNC1I2
AHCTF1	DYNC1LI1
AHCTF1	DYNC1LI2
AHCTF1	DYNLL1
AHCTF1	DYNLL2
AHCTF1	ERCC6L
AHCTF1	INCENP
AHCTF1	ITGB3BP
AHCTF1	KIF18A
AHCTF1	KIF2A
AHCTF1	KIF2B
AHCTF1	KIF2C
AHCTF1	KNL1
AHCTF1	KNTC1
AHCTF1	MAD1L1
AHCTF1	MAD2L1
AHCTF1	MAPRE1
AHCTF1	MIS12
AHCTF1	NDC80
AHCTF1	NDE1
AHCTF1	NDEL1
AHCTF1	NSL1
AHCTF1	NUDC
AHCTF1	NUF2
AHCTF1	NUP107
AHCTF1	NUP133
AHCTF1	NUP160
AHCTF1	NUP37
AHCTF1	NUP43
AHCTF1	NUP85
AHCTF1	NUP98
AHCTF1	PAFAH1B1
AHCTF1	PLK1
AHCTF1	PMF1
AHCTF1	PPP1CC
AHCTF1	PPP2CA
AHCTF1	PPP2CB
AHCTF1	PPP2R1A
AHCTF1	PPP2R1B
AHCTF1	PPP2R5A
AHCTF1	PPP2R5B
AHCTF1	PPP2R5C
AHCTF1	PPP2R5D
AHCTF1	PPP2R5E
AHCTF1	RANBP2
AHCTF1	RANGAP1
AHCTF1	RCC2
AHCTF1	RPS27
AHCTF1	SEC13
AHCTF1	SEH1L
AHCTF1	SGO1
AHCTF1	SGO2
AHCTF1	SKA1
AHCTF1	SKA2
AHCTF1	SPC24
AHCTF1	SPC25
AHCTF1	SPDL1
AHCTF1	TAOK1
AHCTF1	XPO1
AHCTF1	ZW10
AHCTF1	ZWILCH
AHCTF1	ZWINT
AHCY	MAT1A
AHCY	NNMT
AHCYL1	CALM1
AHCYL1	ITPR1
AHCYL1	ITPR2
AHCYL1	ITPR3
AHCYL1	PLCG2
AHCYL1	PPP3CB
AHCYL1	PRKACA
AHCYL1	PRKACB
AHCYL1	PRKACG
AHCYL1	PRKCA
AHCYL1	PRKCD
AHR	AHRR
AHR	ARNT
AHR	ARNT2
AHR	CYP1A1
AHRR	ARNT
AHRR	ARNT2
AHRR	CYP1A1
AHSG	ALB
AIMP1	AIMP2
AIMP1	DARS
AIMP1	EEF1E1
AIMP1	EPRS
AIMP1	IARS
AIMP1	KARS
AIMP1	LARS
AIMP1	MARS
AIMP1	QARS
AIMP1	RARS
AIMP2	DARS
AIMP2	EEF1E1
AIMP2	EPRS
AIMP2	IARS
AIMP2	KARS
AIMP2	LARS
AIMP2	MARS
AIMP2	QARS
AIMP2	RARS
AKAP13	GNA13
AKAP13	KALRN
AKAP13	SOS2
AKAP13	TRIO
AKAP5	PRKACA
AKAP5	PRKACB
AKAP5	PRKACG
AKAP5	PRKAR2A
AKAP5	PRKCA
AKAP9	ALMS1
AKAP9	CCP110
AKAP9	CDK1
AKAP9	CDK5RAP2
AKAP9	CENPJ
AKAP9	CEP131
AKAP9	CEP135
AKAP9	CEP152
AKAP9	CEP164
AKAP9	CEP192
AKAP9	CEP250
AKAP9	CEP290
AKAP9	CEP41
AKAP9	CEP57
AKAP9	CEP63
AKAP9	CEP70
AKAP9	CEP72
AKAP9	CEP76
AKAP9	CEP78
AKAP9	CETN2
AKAP9	CKAP5
AKAP9	CLASP1
AKAP9	CNTRL
AKAP9	CSNK1D
AKAP9	CSNK1E
AKAP9	DCTN1
AKAP9	DCTN2
AKAP9	DCTN3
AKAP9	DYNC1H1
AKAP9	DYNC1I2
AKAP9	DYNLL1
AKAP9	FGFR1OP
AKAP9	HAUS1
AKAP9	HAUS2
AKAP9	HAUS3
AKAP9	HAUS4
AKAP9	HAUS5
AKAP9	HAUS6
AKAP9	HAUS7
AKAP9	HAUS8
AKAP9	HSP90AA1
AKAP9	MAPRE1
AKAP9	NDE1
AKAP9	NEDD1
AKAP9	NEK2
AKAP9	NINL
AKAP9	ODF2
AKAP9	OFD1
AKAP9	PAFAH1B1
AKAP9	PCM1
AKAP9	PCNT
AKAP9	PLK1
AKAP9	PLK4
AKAP9	PPP2R1A
AKAP9	PRKACA
AKAP9	PRKAR2B
AKAP9	SDCCAG8
AKAP9	SFI1
AKAP9	SSNA1
AKAP9	TUBA1A
AKAP9	TUBA4A
AKAP9	TUBB
AKAP9	TUBB4A
AKAP9	TUBB4B
AKAP9	TUBG1
AKAP9	YWHAE
AKAP9	YWHAG
AKR1C1	AKR1C2
AKR1C1	AKR1C3
AKR1C1	AKR1C4
AKR1C1	AKR1D1
AKR1C1	AMACR
AKR1C1	CYP27A1
AKR1C1	CYP8B1
AKR1C1	HSD3B7
AKR1C1	LRP2
AKR1C1	PTGIS
AKR1C1	SLC27A2
AKR1C2	AKR1C3
AKR1C2	AKR1C4
AKR1C2	AKR1D1
AKR1C2	AMACR
AKR1C2	CYP27A1
AKR1C2	CYP8B1
AKR1C2	HSD3B7
AKR1C2	PTGIS
AKR1C2	SLC27A2
AKR1C3	AKR1C4
AKR1C3	AKR1D1
AKR1C3	AMACR
AKR1C3	CYP27A1
AKR1C3	CYP7A1
AKR1C3	CYP7B1
AKR1C3	CYP8B1
AKR1C3	DHRS3
AKR1C3	HSD17B4
AKR1C3	HSD3B7
AKR1C3	LRP2
AKR1C3	NCOA1
AKR1C3	NCOA2
AKR1C3	NR1H4
AKR1C3	PTGIS
AKR1C3	RDH11
AKR1C3	RXRA
AKR1C3	SCP2
AKR1C3	SLC27A2
AKR1C3	SLC27A5
AKR1C4	AKR1D1
AKR1C4	AMACR
AKR1C4	CYP27A1
AKR1C4	CYP8B1
AKR1C4	HSD3B7
AKR1C4	LRP2
AKR1C4	PTGIS
AKR1C4	SLC27A2
AKR1D1	AMACR
AKR1D1	CYP27A1
AKR1D1	CYP8B1
AKR1D1	HSD3B7
AKR1D1	PTGIS
AKR1D1	SLC27A2
AKT1	AKT1S1
AKT1	AKT2
AKT1	AKT3
AKT1	BAD
AKT1	BCAR1
AKT1	CALM1
AKT1	CASP9
AKT1	CAV1
AKT1	CCND1
AKT1	CD80
AKT1	CD86
AKT1	CDC42
AKT1	CDK2
AKT1	CDKN1A
AKT1	CDKN1B
AKT1	CRK
AKT1	CSNK2A1
AKT1	CSNK2A2
AKT1	CSNK2B
AKT1	CUL1
AKT1	E2F1
AKT1	EGF
AKT1	EGFR
AKT1	ERBB2
AKT1	ERBB3
AKT1	FOXO1
AKT1	FOXO3
AKT1	FOXO4
AKT1	FOXO6
AKT1	FYN
AKT1	GRB2
AKT1	HDAC1
AKT1	HSP90AA1
AKT1	LCK
AKT1	MAPK1
AKT1	MAPK3
AKT1	MAPKAP1
AKT1	MLST8
AKT1	MTOR
AKT1	MYC
AKT1	NOS3
AKT1	NRG1
AKT1	NRG2
AKT1	PAK2
AKT1	PDPK1
AKT1	PIK3CA
AKT1	PIK3R1
AKT1	PIK3R2
AKT1	PIK3R3
AKT1	PPP1R13B
AKT1	PPP2CA
AKT1	PPP2CB
AKT1	PPP2R1A
AKT1	PPP2R1B
AKT1	PPP2R5C
AKT1	PRKCD
AKT1	PRR5
AKT1	PSMA1
AKT1	PSMA2
AKT1	PSMA3
AKT1	PSMA4
AKT1	PSMA5
AKT1	PSMA6
AKT1	PSMA7
AKT1	PSMA8
AKT1	PSMB1
AKT1	PSMB10
AKT1	PSMB11
AKT1	PSMB2
AKT1	PSMB3
AKT1	PSMB4
AKT1	PSMB5
AKT1	PSMB6
AKT1	PSMB7
AKT1	PSMB8
AKT1	PSMB9
AKT1	PSMC1
AKT1	PSMC2
AKT1	PSMC3
AKT1	PSMC4
AKT1	PSMC5
AKT1	PSMC6
AKT1	PSMD1
AKT1	PSMD10
AKT1	PSMD11
AKT1	PSMD12
AKT1	PSMD13
AKT1	PSMD14
AKT1	PSMD2
AKT1	PSMD3
AKT1	PSMD4
AKT1	PSMD5
AKT1	PSMD6
AKT1	PSMD7
AKT1	PSMD8
AKT1	PSMD9
AKT1	PSME1
AKT1	PSME2
AKT1	PSME3
AKT1	PSME4
AKT1	PSMF1
AKT1	PTK2
AKT1	PTK6
AKT1	PTPN1
AKT1	RAC1
AKT1	RAC2
AKT1	RBBP4
AKT1	RHOA
AKT1	RHOG
AKT1	RICTOR
AKT1	RPS27A
AKT1	SEM1
AKT1	SFN
AKT1	SKP1
AKT1	SPR
AKT1	SRC
AKT1	TFDP1
AKT1	TFDP2
AKT1	THEM4
AKT1	TP53
AKT1	TP53BP2
AKT1	TP63
AKT1	TP73
AKT1	TRIB3
AKT1	TSC2
AKT1	UBA52
AKT1	UBB
AKT1	UBC
AKT1	VAV1
AKT1	XIAP
AKT1	YWHAB
AKT1	YWHAE
AKT1	YWHAG
AKT1	YWHAH
AKT1	YWHAQ
AKT1	YWHAZ
AKT1S1	AKT2
AKT1S1	GSK3B
AKT1S1	MLST8
AKT1S1	MTOR
AKT1S1	RPTOR
AKT1S1	TSC2
AKT2	AKT3
AKT2	BAD
AKT2	CASP9
AKT2	CAV1
AKT2	CDKN1A
AKT2	CDKN1B
AKT2	CSNK2A1
AKT2	CSNK2A2
AKT2	CSNK2B
AKT2	FGF1
AKT2	FGF10
AKT2	FGF16
AKT2	FGF17
AKT2	FGF18
AKT2	FGF19
AKT2	FGF2
AKT2	FGF20
AKT2	FGF22
AKT2	FGF23
AKT2	FGF3
AKT2	FGF4
AKT2	FGF5
AKT2	FGF6
AKT2	FGF7
AKT2	FGF8
AKT2	FGF9
AKT2	FGFR1
AKT2	FGFR2
AKT2	FGFR3
AKT2	FGFR4
AKT2	FOXO1
AKT2	FOXO3
AKT2	FOXO4
AKT2	FOXO6
AKT2	FRS2
AKT2	FYN
AKT2	GAB1
AKT2	GRB2
AKT2	HDAC1
AKT2	INS
AKT2	IRS1
AKT2	IRS2
AKT2	KL
AKT2	KLB
AKT2	LCK
AKT2	MAPKAP1
AKT2	MLST8
AKT2	MTOR
AKT2	PAK2
AKT2	PDE3B
AKT2	PDPK1
AKT2	PIK3C3
AKT2	PIK3CA
AKT2	PIK3CB
AKT2	PIK3R1
AKT2	PIK3R2
AKT2	PIK3R3
AKT2	PIK3R4
AKT2	PPP1R13B
AKT2	PPP2CA
AKT2	PPP2CB
AKT2	PPP2R1A
AKT2	PPP2R1B
AKT2	PRR5
AKT2	PSMA1
AKT2	PSMA2
AKT2	PSMA3
AKT2	PSMA4
AKT2	PSMA5
AKT2	PSMA6
AKT2	PSMA7
AKT2	PSMB1
AKT2	PSMB10
AKT2	PSMB2
AKT2	PSMB3
AKT2	PSMB4
AKT2	PSMB5
AKT2	PSMB6
AKT2	PSMB7
AKT2	PSMB8
AKT2	PSMB9
AKT2	PSMC1
AKT2	PSMC2
AKT2	PSMC3
AKT2	PSMC4
AKT2	PSMC5
AKT2	PSMC6
AKT2	PSMD1
AKT2	PSMD10
AKT2	PSMD11
AKT2	PSMD12
AKT2	PSMD13
AKT2	PSMD14
AKT2	PSMD2
AKT2	PSMD3
AKT2	PSMD4
AKT2	PSMD5
AKT2	PSMD6
AKT2	PSMD7
AKT2	PSMD8
AKT2	PSMD9
AKT2	PSME1
AKT2	PSME2
AKT2	PSME3
AKT2	PSMF1
AKT2	PTPN11
AKT2	RAC1
AKT2	RICTOR
AKT2	RPS27A
AKT2	SEM1
AKT2	SFN
AKT2	SRC
AKT2	THEM4
AKT2	TP53
AKT2	TP53BP2
AKT2	TP63
AKT2	TP73
AKT2	TRIB3
AKT2	TSC2
AKT2	UBA52
AKT2	UBB
AKT2	UBC
AKT2	XIAP
AKT2	YWHAB
AKT2	YWHAH
AKT2	YWHAQ
AKT2	YWHAZ
AKT3	BAD
AKT3	CASP9
AKT3	CDKN1A
AKT3	CDKN1B
AKT3	E2F1
AKT3	FOXO1
AKT3	FOXO3
AKT3	FOXO4
AKT3	FOXO6
AKT3	FYN
AKT3	LCK
AKT3	MAPKAP1
AKT3	MLST8
AKT3	MTOR
AKT3	PAK2
AKT3	PDPK1
AKT3	PIK3CA
AKT3	PIK3R1
AKT3	PIK3R2
AKT3	PIK3R3
AKT3	PPP1R13B
AKT3	PPP2CA
AKT3	PPP2CB
AKT3	PPP2R1A
AKT3	PPP2R1B
AKT3	PRR5
AKT3	PSMA1
AKT3	PSMA2
AKT3	PSMA3
AKT3	PSMA4
AKT3	PSMA5
AKT3	PSMA6
AKT3	PSMA7
AKT3	PSMB1
AKT3	PSMB10
AKT3	PSMB2
AKT3	PSMB3
AKT3	PSMB4
AKT3	PSMB5
AKT3	PSMB6
AKT3	PSMB7
AKT3	PSMB8
AKT3	PSMB9
AKT3	PSMC1
AKT3	PSMC2
AKT3	PSMC3
AKT3	PSMC4
AKT3	PSMC5
AKT3	PSMC6
AKT3	PSMD1
AKT3	PSMD10
AKT3	PSMD11
AKT3	PSMD12
AKT3	PSMD13
AKT3	PSMD14
AKT3	PSMD2
AKT3	PSMD3
AKT3	PSMD4
AKT3	PSMD5
AKT3	PSMD6
AKT3	PSMD7
AKT3	PSMD8
AKT3	PSMD9
AKT3	PSME1
AKT3	PSME2
AKT3	PSME3
AKT3	PSMF1
AKT3	RBBP4
AKT3	RICTOR
AKT3	RPS27A
AKT3	SEM1
AKT3	SFN
AKT3	SRC
AKT3	TFDP1
AKT3	TFDP2
AKT3	THEM4
AKT3	TP53
AKT3	TP53BP2
AKT3	TP63
AKT3	TP73
AKT3	TRIB3
AKT3	TSC2
AKT3	UBA52
AKT3	UBB
AKT3	UBC
AKT3	YWHAQ
AKT3	YWHAZ
ALB	APLP2
ALB	APOA1
ALB	APOB
ALB	APOE
ALB	APP
ALB	AVP
ALB	CALU
ALB	F5
ALB	FGA
ALB	FGG
ALB	FN1
ALB	GAS6
ALB	KNG1
ALB	MBTPS1
ALB	QSOX1
ALB	SCG3
ALB	SERPINA1
ALB	SLCO1A2
ALB	SLCO1B1
ALB	SLCO1B3
ALB	SPP2
ALB	TF
ALB	TIMP1
ALDH1A1	CYP26A1
