V1	V2
IGKV1D-33	IGLV11-55
IGKV1D-33	IGLV2-11
IGKV1D-33	IGLV2-14
IGKV1D-33	IGLV2-18
IGKV1D-33	IGLV2-23
IGKV1D-33	IGLV2-33
IGKV1D-33	IGLV2-8
IGKV1D-33	IGLV3-1
IGKV1D-33	IGLV3-12
IGKV1D-33	IGLV3-16
IGKV1D-33	IGLV3-19
IGKV1D-33	IGLV3-21
IGKV1D-33	IGLV3-22
IGKV1D-33	IGLV3-25
IGKV1D-33	IGLV3-27
IGKV1D-33	IGLV4-3
IGKV1D-33	IGLV4-60
IGKV1D-33	IGLV4-69
IGKV1D-33	IGLV5-37
IGKV1D-33	IGLV5-45
IGKV1D-33	IGLV6-57
IGKV1D-33	IGLV7-43
IGKV1D-33	IGLV7-46
IGKV1D-33	IGLV8-61
IGKV1D-33	LYN
IGKV1D-39	IGKV2-28
IGKV1D-39	IGKV2-29
IGKV1D-39	IGKV2-30
IGKV1D-39	IGKV2D-28
IGKV1D-39	IGKV2D-30
IGKV1D-39	IGKV2D-40
IGKV1D-39	IGKV3-11
IGKV1D-39	IGKV3-15
IGKV1D-39	IGKV3-20
IGKV1D-39	IGKV3D-20
IGKV1D-39	IGKV4-1
IGKV1D-39	IGKV5-2
IGKV1D-39	IGLC1
IGKV1D-39	IGLC2
IGKV1D-39	IGLC3
IGKV1D-39	IGLC6
IGKV1D-39	IGLC7
IGKV1D-39	IGLV
IGKV1D-39	IGLV1-36
IGKV1D-39	IGLV1-40
IGKV1D-39	IGLV1-44
IGKV1D-39	IGLV1-47
IGKV1D-39	IGLV1-51
IGKV1D-39	IGLV10-54
IGKV1D-39	IGLV11-55
IGKV1D-39	IGLV2-11
IGKV1D-39	IGLV2-14
IGKV1D-39	IGLV2-18
IGKV1D-39	IGLV2-23
IGKV1D-39	IGLV2-33
IGKV1D-39	IGLV2-8
IGKV1D-39	IGLV3-1
IGKV1D-39	IGLV3-12
IGKV1D-39	IGLV3-16
IGKV1D-39	IGLV3-19
IGKV1D-39	IGLV3-21
IGKV1D-39	IGLV3-22
IGKV1D-39	IGLV3-25
IGKV1D-39	IGLV3-27
IGKV1D-39	IGLV4-3
IGKV1D-39	IGLV4-60
IGKV1D-39	IGLV4-69
IGKV1D-39	IGLV5-37
IGKV1D-39	IGLV5-45
IGKV1D-39	IGLV6-57
IGKV1D-39	IGLV7-43
IGKV1D-39	IGLV7-46
IGKV1D-39	IGLV8-61
IGKV1D-39	LYN
IGKV2-28	IGKV2-29
IGKV2-28	IGKV2-30
IGKV2-28	IGKV2D-28
IGKV2-28	IGKV2D-30
IGKV2-28	IGKV2D-40
IGKV2-28	IGKV3-11
IGKV2-28	IGKV3-15
IGKV2-28	IGKV3-20
IGKV2-28	IGKV3D-20
IGKV2-28	IGKV4-1
IGKV2-28	IGKV5-2
IGKV2-28	IGLC1
IGKV2-28	IGLC2
IGKV2-28	IGLC3
IGKV2-28	IGLC6
IGKV2-28	IGLC7
IGKV2-28	IGLV
IGKV2-28	IGLV1-36
IGKV2-28	IGLV1-40
IGKV2-28	IGLV1-44
IGKV2-28	IGLV1-47
IGKV2-28	IGLV1-51
IGKV2-28	IGLV10-54
IGKV2-28	IGLV11-55
IGKV2-28	IGLV2-11
IGKV2-28	IGLV2-14
IGKV2-28	IGLV2-18
IGKV2-28	IGLV2-23
IGKV2-28	IGLV2-33
IGKV2-28	IGLV2-8
IGKV2-28	IGLV3-1
IGKV2-28	IGLV3-12
IGKV2-28	IGLV3-16
IGKV2-28	IGLV3-19
IGKV2-28	IGLV3-21
IGKV2-28	IGLV3-22
IGKV2-28	IGLV3-25
IGKV2-28	IGLV3-27
IGKV2-28	IGLV4-3
IGKV2-28	IGLV4-60
IGKV2-28	IGLV4-69
IGKV2-28	IGLV5-37
IGKV2-28	IGLV5-45
IGKV2-28	IGLV6-57
IGKV2-28	IGLV7-43
IGKV2-28	IGLV7-46
IGKV2-28	IGLV8-61
IGKV2-28	LYN
IGKV2-29	IGKV2-30
IGKV2-29	IGKV2D-28
IGKV2-29	IGKV2D-30
IGKV2-29	IGKV2D-40
IGKV2-29	IGKV3-11
IGKV2-29	IGKV3-15
IGKV2-29	IGKV3-20
IGKV2-29	IGKV3D-20
IGKV2-29	IGKV4-1
IGKV2-29	IGKV5-2
IGKV2-29	IGLC1
IGKV2-29	IGLC2
IGKV2-29	IGLC3
IGKV2-29	IGLC6
IGKV2-29	IGLC7
IGKV2-29	IGLV
IGKV2-29	IGLV1-36
IGKV2-29	IGLV1-40
IGKV2-29	IGLV1-44
IGKV2-29	IGLV1-47
IGKV2-29	IGLV1-51
IGKV2-29	IGLV10-54
IGKV2-29	IGLV11-55
IGKV2-29	IGLV2-11
IGKV2-29	IGLV2-14
IGKV2-29	IGLV2-18
IGKV2-29	IGLV2-23
IGKV2-29	IGLV2-33
IGKV2-29	IGLV2-8
IGKV2-29	IGLV3-1
IGKV2-29	IGLV3-12
IGKV2-29	IGLV3-16
IGKV2-29	IGLV3-19
IGKV2-29	IGLV3-21
IGKV2-29	IGLV3-22
IGKV2-29	IGLV3-25
IGKV2-29	IGLV3-27
IGKV2-29	IGLV4-3
IGKV2-29	IGLV4-60
IGKV2-29	IGLV4-69
IGKV2-29	IGLV5-37
IGKV2-29	IGLV5-45
IGKV2-29	IGLV6-57
IGKV2-29	IGLV7-43
IGKV2-29	IGLV7-46
IGKV2-29	IGLV8-61
IGKV2-29	LYN
IGKV2-30	IGKV2D-28
IGKV2-30	IGKV2D-30
IGKV2-30	IGKV2D-40
IGKV2-30	IGKV3-11
IGKV2-30	IGKV3-15
IGKV2-30	IGKV3-20
IGKV2-30	IGKV3D-20
IGKV2-30	IGKV4-1
IGKV2-30	IGKV5-2
IGKV2-30	IGLC1
IGKV2-30	IGLC2
IGKV2-30	IGLC3
IGKV2-30	IGLC6
IGKV2-30	IGLC7
IGKV2-30	IGLV
IGKV2-30	IGLV1-36
IGKV2-30	IGLV1-40
IGKV2-30	IGLV1-44
IGKV2-30	IGLV1-47
IGKV2-30	IGLV1-51
IGKV2-30	IGLV10-54
IGKV2-30	IGLV11-55
IGKV2-30	IGLV2-11
IGKV2-30	IGLV2-14
IGKV2-30	IGLV2-18
IGKV2-30	IGLV2-23
IGKV2-30	IGLV2-33
IGKV2-30	IGLV2-8
IGKV2-30	IGLV3-1
IGKV2-30	IGLV3-12
IGKV2-30	IGLV3-16
IGKV2-30	IGLV3-19
IGKV2-30	IGLV3-21
IGKV2-30	IGLV3-22
IGKV2-30	IGLV3-25
IGKV2-30	IGLV3-27
IGKV2-30	IGLV4-3
IGKV2-30	IGLV4-60
IGKV2-30	IGLV4-69
IGKV2-30	IGLV5-37
IGKV2-30	IGLV5-45
IGKV2-30	IGLV6-57
IGKV2-30	IGLV7-43
IGKV2-30	IGLV7-46
IGKV2-30	IGLV8-61
IGKV2-30	LYN
IGKV2D-28	IGKV2D-30
IGKV2D-28	IGKV2D-40
IGKV2D-28	IGKV3-11
IGKV2D-28	IGKV3-15
IGKV2D-28	IGKV3-20
IGKV2D-28	IGKV3D-20
IGKV2D-28	IGKV4-1
IGKV2D-28	IGKV5-2
IGKV2D-28	IGLC1
IGKV2D-28	IGLC2
IGKV2D-28	IGLC3
IGKV2D-28	IGLC6
IGKV2D-28	IGLC7
IGKV2D-28	IGLV
IGKV2D-28	IGLV1-36
IGKV2D-28	IGLV1-40
IGKV2D-28	IGLV1-44
IGKV2D-28	IGLV1-47
IGKV2D-28	IGLV1-51
IGKV2D-28	IGLV10-54
IGKV2D-28	IGLV11-55
IGKV2D-28	IGLV2-11
IGKV2D-28	IGLV2-14
IGKV2D-28	IGLV2-18
IGKV2D-28	IGLV2-23
IGKV2D-28	IGLV2-33
IGKV2D-28	IGLV2-8
IGKV2D-28	IGLV3-1
IGKV2D-28	IGLV3-12
IGKV2D-28	IGLV3-16
IGKV2D-28	IGLV3-19
IGKV2D-28	IGLV3-21
IGKV2D-28	IGLV3-22
IGKV2D-28	IGLV3-25
IGKV2D-28	IGLV3-27
IGKV2D-28	IGLV4-3
IGKV2D-28	IGLV4-60
IGKV2D-28	IGLV4-69
IGKV2D-28	IGLV5-37
IGKV2D-28	IGLV5-45
IGKV2D-28	IGLV6-57
IGKV2D-28	IGLV7-43
IGKV2D-28	IGLV7-46
IGKV2D-28	IGLV8-61
IGKV2D-28	LYN
IGKV2D-30	IGKV2D-40
IGKV2D-30	IGKV3-11
IGKV2D-30	IGKV3-15
IGKV2D-30	IGKV3-20
IGKV2D-30	IGKV3D-20
IGKV2D-30	IGKV4-1
IGKV2D-30	IGKV5-2
IGKV2D-30	IGLC1
IGKV2D-30	IGLC2
IGKV2D-30	IGLC3
IGKV2D-30	IGLC6
IGKV2D-30	IGLC7
IGKV2D-30	IGLV
IGKV2D-30	IGLV1-36
IGKV2D-30	IGLV1-40
IGKV2D-30	IGLV1-44
IGKV2D-30	IGLV1-47
IGKV2D-30	IGLV1-51
IGKV2D-30	IGLV10-54
IGKV2D-30	IGLV11-55
IGKV2D-30	IGLV2-11
IGKV2D-30	IGLV2-14
IGKV2D-30	IGLV2-18
IGKV2D-30	IGLV2-23
IGKV2D-30	IGLV2-33
IGKV2D-30	IGLV2-8
IGKV2D-30	IGLV3-1
IGKV2D-30	IGLV3-12
IGKV2D-30	IGLV3-16
IGKV2D-30	IGLV3-19
IGKV2D-30	IGLV3-21
IGKV2D-30	IGLV3-22
IGKV2D-30	IGLV3-25
IGKV2D-30	IGLV3-27
IGKV2D-30	IGLV4-3
IGKV2D-30	IGLV4-60
IGKV2D-30	IGLV4-69
IGKV2D-30	IGLV5-37
IGKV2D-30	IGLV5-45
IGKV2D-30	IGLV6-57
IGKV2D-30	IGLV7-43
IGKV2D-30	IGLV7-46
IGKV2D-30	IGLV8-61
IGKV2D-30	LYN
IGKV2D-40	IGKV3-11
IGKV2D-40	IGKV3-15
IGKV2D-40	IGKV3-20
IGKV2D-40	IGKV3D-20
IGKV2D-40	IGKV4-1
IGKV2D-40	IGKV5-2
IGKV2D-40	IGLC1
IGKV2D-40	IGLC2
IGKV2D-40	IGLC3
IGKV2D-40	IGLC6
IGKV2D-40	IGLC7
IGKV2D-40	IGLV
IGKV2D-40	IGLV1-36
IGKV2D-40	IGLV1-40
IGKV2D-40	IGLV1-44
IGKV2D-40	IGLV1-47
IGKV2D-40	IGLV1-51
IGKV2D-40	IGLV10-54
IGKV2D-40	IGLV11-55
IGKV2D-40	IGLV2-11
IGKV2D-40	IGLV2-14
IGKV2D-40	IGLV2-18
IGKV2D-40	IGLV2-23
IGKV2D-40	IGLV2-33
IGKV2D-40	IGLV2-8
IGKV2D-40	IGLV3-1
IGKV2D-40	IGLV3-12
IGKV2D-40	IGLV3-16
IGKV2D-40	IGLV3-19
IGKV2D-40	IGLV3-21
IGKV2D-40	IGLV3-22
IGKV2D-40	IGLV3-25
IGKV2D-40	IGLV3-27
IGKV2D-40	IGLV4-3
IGKV2D-40	IGLV4-60
IGKV2D-40	IGLV4-69
IGKV2D-40	IGLV5-37
IGKV2D-40	IGLV5-45
IGKV2D-40	IGLV6-57
IGKV2D-40	IGLV7-43
IGKV2D-40	IGLV7-46
IGKV2D-40	IGLV8-61
IGKV2D-40	LYN
IGKV3-11	IGKV3-15
IGKV3-11	IGKV3-20
IGKV3-11	IGKV3D-20
IGKV3-11	IGKV4-1
IGKV3-11	IGKV5-2
IGKV3-11	IGLC1
IGKV3-11	IGLC2
IGKV3-11	IGLC3
IGKV3-11	IGLC6
IGKV3-11	IGLC7
IGKV3-11	IGLV
IGKV3-11	IGLV1-36
IGKV3-11	IGLV1-40
IGKV3-11	IGLV1-44
IGKV3-11	IGLV1-47
IGKV3-11	IGLV1-51
IGKV3-11	IGLV10-54
IGKV3-11	IGLV11-55
IGKV3-11	IGLV2-11
IGKV3-11	IGLV2-14
IGKV3-11	IGLV2-18
IGKV3-11	IGLV2-23
IGKV3-11	IGLV2-33
IGKV3-11	IGLV2-8
IGKV3-11	IGLV3-1
IGKV3-11	IGLV3-12
IGKV3-11	IGLV3-16
IGKV3-11	IGLV3-19
IGKV3-11	IGLV3-21
IGKV3-11	IGLV3-22
IGKV3-11	IGLV3-25
IGKV3-11	IGLV3-27
IGKV3-11	IGLV4-3
IGKV3-11	IGLV4-60
IGKV3-11	IGLV4-69
IGKV3-11	IGLV5-37
IGKV3-11	IGLV5-45
IGKV3-11	IGLV6-57
IGKV3-11	IGLV7-43
IGKV3-11	IGLV7-46
IGKV3-11	IGLV8-61
IGKV3-11	LYN
IGKV3-15	IGKV3-20
IGKV3-15	IGKV3D-20
IGKV3-15	IGKV4-1
IGKV3-15	IGKV5-2
IGKV3-15	IGLC1
IGKV3-15	IGLC2
IGKV3-15	IGLC3
IGKV3-15	IGLC6
IGKV3-15	IGLC7
IGKV3-15	IGLV
IGKV3-15	IGLV1-36
IGKV3-15	IGLV1-40
IGKV3-15	IGLV1-44
IGKV3-15	IGLV1-47
IGKV3-15	IGLV1-51
IGKV3-15	IGLV10-54
IGKV3-15	IGLV11-55
IGKV3-15	IGLV2-11
IGKV3-15	IGLV2-14
IGKV3-15	IGLV2-18
IGKV3-15	IGLV2-23
IGKV3-15	IGLV2-33
IGKV3-15	IGLV2-8
IGKV3-15	IGLV3-1
IGKV3-15	IGLV3-12
IGKV3-15	IGLV3-16
IGKV3-15	IGLV3-19
IGKV3-15	IGLV3-21
IGKV3-15	IGLV3-22
IGKV3-15	IGLV3-25
IGKV3-15	IGLV3-27
IGKV3-15	IGLV4-3
IGKV3-15	IGLV4-60
IGKV3-15	IGLV4-69
IGKV3-15	IGLV5-37
IGKV3-15	IGLV5-45
IGKV3-15	IGLV6-57
IGKV3-15	IGLV7-43
IGKV3-15	IGLV7-46
IGKV3-15	IGLV8-61
IGKV3-15	LYN
IGKV3-20	IGKV3D-20
IGKV3-20	IGKV4-1
IGKV3-20	IGKV5-2
IGKV3-20	IGLC1
IGKV3-20	IGLC2
IGKV3-20	IGLC3
IGKV3-20	IGLC6
IGKV3-20	IGLC7
IGKV3-20	IGLV
IGKV3-20	IGLV1-36
IGKV3-20	IGLV1-40
IGKV3-20	IGLV1-44
IGKV3-20	IGLV1-47
IGKV3-20	IGLV1-51
IGKV3-20	IGLV10-54
IGKV3-20	IGLV11-55
IGKV3-20	IGLV2-11
IGKV3-20	IGLV2-14
IGKV3-20	IGLV2-18
IGKV3-20	IGLV2-23
IGKV3-20	IGLV2-33
IGKV3-20	IGLV2-8
IGKV3-20	IGLV3-1
IGKV3-20	IGLV3-12
IGKV3-20	IGLV3-16
IGKV3-20	IGLV3-19
IGKV3-20	IGLV3-21
IGKV3-20	IGLV3-22
IGKV3-20	IGLV3-25
IGKV3-20	IGLV3-27
IGKV3-20	IGLV4-3
IGKV3-20	IGLV4-60
IGKV3-20	IGLV4-69
IGKV3-20	IGLV5-37
IGKV3-20	IGLV5-45
IGKV3-20	IGLV6-57
IGKV3-20	IGLV7-43
IGKV3-20	IGLV7-46
IGKV3-20	IGLV8-61
IGKV3-20	LYN
IGKV3D-20	IGKV4-1
IGKV3D-20	IGKV5-2
IGKV3D-20	IGLC1
IGKV3D-20	IGLC2
IGKV3D-20	IGLC3
IGKV3D-20	IGLC6
IGKV3D-20	IGLC7
IGKV3D-20	IGLV
IGKV3D-20	IGLV1-36
IGKV3D-20	IGLV1-40
IGKV3D-20	IGLV1-44
IGKV3D-20	IGLV1-47
IGKV3D-20	IGLV1-51
IGKV3D-20	IGLV10-54
IGKV3D-20	IGLV11-55
IGKV3D-20	IGLV2-11
IGKV3D-20	IGLV2-14
IGKV3D-20	IGLV2-18
IGKV3D-20	IGLV2-23
IGKV3D-20	IGLV2-33
IGKV3D-20	IGLV2-8
IGKV3D-20	IGLV3-1
IGKV3D-20	IGLV3-12
IGKV3D-20	IGLV3-16
IGKV3D-20	IGLV3-19
IGKV3D-20	IGLV3-21
IGKV3D-20	IGLV3-22
IGKV3D-20	IGLV3-25
IGKV3D-20	IGLV3-27
IGKV3D-20	IGLV4-3
IGKV3D-20	IGLV4-60
IGKV3D-20	IGLV4-69
IGKV3D-20	IGLV5-37
IGKV3D-20	IGLV5-45
IGKV3D-20	IGLV6-57
IGKV3D-20	IGLV7-43
IGKV3D-20	IGLV7-46
IGKV3D-20	IGLV8-61
IGKV3D-20	LYN
IGKV4-1	IGKV5-2
IGKV4-1	IGLC1
IGKV4-1	IGLC2
IGKV4-1	IGLC3
IGKV4-1	IGLC6
IGKV4-1	IGLC7
IGKV4-1	IGLV
IGKV4-1	IGLV1-36
IGKV4-1	IGLV1-40
IGKV4-1	IGLV1-44
IGKV4-1	IGLV1-47
IGKV4-1	IGLV1-51
IGKV4-1	IGLV10-54
IGKV4-1	IGLV11-55
IGKV4-1	IGLV2-11
IGKV4-1	IGLV2-14
IGKV4-1	IGLV2-18
IGKV4-1	IGLV2-23
IGKV4-1	IGLV2-33
IGKV4-1	IGLV2-8
IGKV4-1	IGLV3-1
IGKV4-1	IGLV3-12
IGKV4-1	IGLV3-16
IGKV4-1	IGLV3-19
IGKV4-1	IGLV3-21
IGKV4-1	IGLV3-22
IGKV4-1	IGLV3-25
IGKV4-1	IGLV3-27
IGKV4-1	IGLV4-3
IGKV4-1	IGLV4-60
IGKV4-1	IGLV4-69
IGKV4-1	IGLV5-37
IGKV4-1	IGLV5-45
IGKV4-1	IGLV6-57
IGKV4-1	IGLV7-43
IGKV4-1	IGLV7-46
IGKV4-1	IGLV8-61
IGKV4-1	LYN
IGKV5-2	IGLC1
IGKV5-2	IGLC2
IGKV5-2	IGLC3
IGKV5-2	IGLC6
IGKV5-2	IGLC7
IGKV5-2	IGLV
IGKV5-2	IGLV1-36
IGKV5-2	IGLV1-40
IGKV5-2	IGLV1-44
IGKV5-2	IGLV1-47
IGKV5-2	IGLV1-51
IGKV5-2	IGLV10-54
IGKV5-2	IGLV11-55
IGKV5-2	IGLV2-11
IGKV5-2	IGLV2-14
IGKV5-2	IGLV2-18
IGKV5-2	IGLV2-23
IGKV5-2	IGLV2-33
IGKV5-2	IGLV2-8
IGKV5-2	IGLV3-1
IGKV5-2	IGLV3-12
IGKV5-2	IGLV3-16
IGKV5-2	IGLV3-19
IGKV5-2	IGLV3-21
IGKV5-2	IGLV3-22
IGKV5-2	IGLV3-25
IGKV5-2	IGLV3-27
IGKV5-2	IGLV4-3
IGKV5-2	IGLV4-60
IGKV5-2	IGLV4-69
IGKV5-2	IGLV5-37
IGKV5-2	IGLV5-45
IGKV5-2	IGLV6-57
IGKV5-2	IGLV7-43
IGKV5-2	IGLV7-46
IGKV5-2	IGLV8-61
IGKV5-2	LYN
IGLC1	IGLC2
IGLC1	IGLC3
IGLC1	IGLC6
IGLC1	IGLC7
IGLC1	IGLV
IGLC1	IGLV1-36
IGLC1	IGLV1-40
IGLC1	IGLV1-44
IGLC1	IGLV1-47
IGLC1	IGLV1-51
IGLC1	IGLV10-54
IGLC1	IGLV11-55
IGLC1	IGLV2-11
IGLC1	IGLV2-14
IGLC1	IGLV2-18
IGLC1	IGLV2-23
IGLC1	IGLV2-33
IGLC1	IGLV2-8
IGLC1	IGLV3-1
IGLC1	IGLV3-12
IGLC1	IGLV3-16
IGLC1	IGLV3-19
IGLC1	IGLV3-21
IGLC1	IGLV3-22
IGLC1	IGLV3-25
IGLC1	IGLV3-27
IGLC1	IGLV4-3
IGLC1	IGLV4-60
IGLC1	IGLV4-69
IGLC1	IGLV5-37
IGLC1	IGLV5-45
IGLC1	IGLV6-57
IGLC1	IGLV7-43
IGLC1	IGLV7-46
IGLC1	IGLV8-61
IGLC1	LYN
IGLC2	IGLC3
IGLC2	IGLC6
IGLC2	IGLC7
IGLC2	IGLV
IGLC2	IGLV1-36
IGLC2	IGLV1-40
IGLC2	IGLV1-44
IGLC2	IGLV1-47
IGLC2	IGLV1-51
IGLC2	IGLV10-54
IGLC2	IGLV11-55
IGLC2	IGLV2-11
IGLC2	IGLV2-14
IGLC2	IGLV2-18
IGLC2	IGLV2-23
IGLC2	IGLV2-33
IGLC2	IGLV2-8
IGLC2	IGLV3-1
IGLC2	IGLV3-12
IGLC2	IGLV3-16
IGLC2	IGLV3-19
IGLC2	IGLV3-21
IGLC2	IGLV3-22
IGLC2	IGLV3-25
IGLC2	IGLV3-27
IGLC2	IGLV4-3
IGLC2	IGLV4-60
IGLC2	IGLV4-69
IGLC2	IGLV5-37
IGLC2	IGLV5-45
IGLC2	IGLV6-57
IGLC2	IGLV7-43
IGLC2	IGLV7-46
IGLC2	IGLV8-61
IGLC2	LYN
IGLC3	IGLC6
IGLC3	IGLC7
IGLC3	IGLV
IGLC3	IGLV1-36
IGLC3	IGLV1-40
IGLC3	IGLV1-44
IGLC3	IGLV1-47
IGLC3	IGLV1-51
IGLC3	IGLV10-54
IGLC3	IGLV11-55
IGLC3	IGLV2-11
IGLC3	IGLV2-14
IGLC3	IGLV2-18
IGLC3	IGLV2-23
IGLC3	IGLV2-33
IGLC3	IGLV2-8
IGLC3	IGLV3-1
IGLC3	IGLV3-12
IGLC3	IGLV3-16
IGLC3	IGLV3-19
IGLC3	IGLV3-21
IGLC3	IGLV3-22
IGLC3	IGLV3-25
IGLC3	IGLV3-27
IGLC3	IGLV4-3
IGLC3	IGLV4-60
IGLC3	IGLV4-69
IGLC3	IGLV5-37
IGLC3	IGLV5-45
IGLC3	IGLV6-57
IGLC3	IGLV7-43
IGLC3	IGLV7-46
IGLC3	IGLV8-61
IGLC3	LYN
IGLC6	IGLC7
IGLC6	IGLV
IGLC6	IGLV1-36
IGLC6	IGLV1-40
IGLC6	IGLV1-44
IGLC6	IGLV1-47
IGLC6	IGLV1-51
IGLC6	IGLV10-54
IGLC6	IGLV11-55
IGLC6	IGLV2-11
IGLC6	IGLV2-14
IGLC6	IGLV2-18
IGLC6	IGLV2-23
IGLC6	IGLV2-33
IGLC6	IGLV2-8
IGLC6	IGLV3-1
IGLC6	IGLV3-12
IGLC6	IGLV3-16
IGLC6	IGLV3-19
IGLC6	IGLV3-21
IGLC6	IGLV3-22
IGLC6	IGLV3-25
IGLC6	IGLV3-27
IGLC6	IGLV4-3
IGLC6	IGLV4-60
IGLC6	IGLV4-69
IGLC6	IGLV5-37
IGLC6	IGLV5-45
IGLC6	IGLV6-57
IGLC6	IGLV7-43
IGLC6	IGLV7-46
IGLC6	IGLV8-61
IGLC6	LYN
IGLC7	IGLV
IGLC7	IGLV1-36
IGLC7	IGLV1-40
IGLC7	IGLV1-44
IGLC7	IGLV1-47
IGLC7	IGLV1-51
IGLC7	IGLV10-54
IGLC7	IGLV11-55
IGLC7	IGLV2-11
IGLC7	IGLV2-14
IGLC7	IGLV2-18
IGLC7	IGLV2-23
IGLC7	IGLV2-33
IGLC7	IGLV2-8
IGLC7	IGLV3-1
IGLC7	IGLV3-12
IGLC7	IGLV3-16
IGLC7	IGLV3-19
IGLC7	IGLV3-21
IGLC7	IGLV3-22
IGLC7	IGLV3-25
IGLC7	IGLV3-27
IGLC7	IGLV4-3
IGLC7	IGLV4-60
IGLC7	IGLV4-69
IGLC7	IGLV5-37
IGLC7	IGLV5-45
IGLC7	IGLV6-57
IGLC7	IGLV7-43
IGLC7	IGLV7-46
IGLC7	IGLV8-61
IGLC7	LYN
IGLV	IGLV1-36
IGLV	IGLV1-40
IGLV	IGLV1-44
IGLV	IGLV1-47
IGLV	IGLV1-51
IGLV	IGLV10-54
IGLV	IGLV11-55
IGLV	IGLV2-11
IGLV	IGLV2-14
IGLV	IGLV2-18
IGLV	IGLV2-23
IGLV	IGLV2-33
IGLV	IGLV2-8
IGLV	IGLV3-1
IGLV	IGLV3-12
IGLV	IGLV3-16
IGLV	IGLV3-19
IGLV	IGLV3-21
IGLV	IGLV3-22
IGLV	IGLV3-25
IGLV	IGLV3-27
IGLV	IGLV4-3
IGLV	IGLV4-60
IGLV	IGLV4-69
IGLV	IGLV5-37
IGLV	IGLV5-45
IGLV	IGLV6-57
IGLV	IGLV7-43
IGLV	IGLV7-46
IGLV	IGLV8-61
IGLV	LYN
IGLV1-36	IGLV1-40
IGLV1-36	IGLV1-44
IGLV1-36	IGLV1-47
IGLV1-36	IGLV1-51
IGLV1-36	IGLV10-54
IGLV1-36	IGLV11-55
IGLV1-36	IGLV2-11
IGLV1-36	IGLV2-14
IGLV1-36	IGLV2-18
IGLV1-36	IGLV2-23
IGLV1-36	IGLV2-33
IGLV1-36	IGLV2-8
IGLV1-36	IGLV3-1
IGLV1-36	IGLV3-12
IGLV1-36	IGLV3-16
IGLV1-36	IGLV3-19
IGLV1-36	IGLV3-21
IGLV1-36	IGLV3-22
IGLV1-36	IGLV3-25
IGLV1-36	IGLV3-27
IGLV1-36	IGLV4-3
IGLV1-36	IGLV4-60
IGLV1-36	IGLV4-69
IGLV1-36	IGLV5-37
IGLV1-36	IGLV5-45
IGLV1-36	IGLV6-57
IGLV1-36	IGLV7-43
IGLV1-36	IGLV7-46
IGLV1-36	IGLV8-61
IGLV1-40	IGLV1-44
IGLV1-40	IGLV1-47
IGLV1-40	IGLV1-51
IGLV1-40	IGLV10-54
IGLV1-40	IGLV11-55
IGLV1-40	IGLV2-11
IGLV1-40	IGLV2-14
IGLV1-40	IGLV2-18
IGLV1-40	IGLV2-23
IGLV1-40	IGLV2-33
IGLV1-40	IGLV2-8
IGLV1-40	IGLV3-1
IGLV1-40	IGLV3-12
IGLV1-40	IGLV3-16
IGLV1-40	IGLV3-19
IGLV1-40	IGLV3-21
IGLV1-40	IGLV3-22
IGLV1-40	IGLV3-25
IGLV1-40	IGLV3-27
IGLV1-40	IGLV4-3
IGLV1-40	IGLV4-60
IGLV1-40	IGLV4-69
IGLV1-40	IGLV5-37
IGLV1-40	IGLV5-45
IGLV1-40	IGLV6-57
IGLV1-40	IGLV7-43
IGLV1-40	IGLV7-46
IGLV1-40	IGLV8-61
IGLV1-40	LYN
IGLV1-44	IGLV1-47
IGLV1-44	IGLV1-51
IGLV1-44	IGLV10-54
IGLV1-44	IGLV11-55
IGLV1-44	IGLV2-11
IGLV1-44	IGLV2-14
IGLV1-44	IGLV2-18
IGLV1-44	IGLV2-23
IGLV1-44	IGLV2-33
IGLV1-44	IGLV2-8
IGLV1-44	IGLV3-1
IGLV1-44	IGLV3-12
IGLV1-44	IGLV3-16
IGLV1-44	IGLV3-19
IGLV1-44	IGLV3-21
IGLV1-44	IGLV3-22
IGLV1-44	IGLV3-25
IGLV1-44	IGLV3-27
IGLV1-44	IGLV4-3
IGLV1-44	IGLV4-60
IGLV1-44	IGLV4-69
IGLV1-44	IGLV5-37
IGLV1-44	IGLV5-45
IGLV1-44	IGLV6-57
IGLV1-44	IGLV7-43
IGLV1-44	IGLV7-46
IGLV1-44	IGLV8-61
IGLV1-44	LYN
IGLV1-47	IGLV1-51
IGLV1-47	IGLV10-54
IGLV1-47	IGLV11-55
IGLV1-47	IGLV2-11
IGLV1-47	IGLV2-14
IGLV1-47	IGLV2-18
IGLV1-47	IGLV2-23
IGLV1-47	IGLV2-33
IGLV1-47	IGLV2-8
IGLV1-47	IGLV3-1
IGLV1-47	IGLV3-12
IGLV1-47	IGLV3-16
IGLV1-47	IGLV3-19
IGLV1-47	IGLV3-21
IGLV1-47	IGLV3-22
IGLV1-47	IGLV3-25
IGLV1-47	IGLV3-27
IGLV1-47	IGLV4-3
IGLV1-47	IGLV4-60
IGLV1-47	IGLV4-69
IGLV1-47	IGLV5-37
IGLV1-47	IGLV5-45
IGLV1-47	IGLV6-57
IGLV1-47	IGLV7-43
IGLV1-47	IGLV7-46
IGLV1-47	IGLV8-61
IGLV1-47	LYN
IGLV1-51	IGLV10-54
IGLV1-51	IGLV11-55
IGLV1-51	IGLV2-11
IGLV1-51	IGLV2-14
IGLV1-51	IGLV2-18
